bundle,features,fold,validation_start,validation_end,weights,market_composite,adjusted_composite,composite_delta,top3_recall,ndcg3,pairwise_ranking_accuracy
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",1,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,"-0.03721325,0.06390127",0.5991614550260691,0.5993139032536003,0.00015244822753124332,0.54,0.5667488873832974,0.7505067256311038
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",2,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,"-0.03466314,0.06335515",0.6118636575634334,0.6105887369183072,-0.001274920645126243,0.552,0.5826037406297753,0.7557512070434536
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",3,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,"-0.03608507,0.06447750",0.6091878200109806,0.6134838337394732,0.0042960137284926425,0.5633333333333334,0.5829162957944325,0.7443523724967939
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",4,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,"-0.03861259,0.06204713",0.6168040043789969,0.6177325546549686,0.0009285502759717179,0.56,0.5874416746435255,0.7634885439763488
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",5,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,"-0.03505057,0.06667651",0.6051414175132467,0.6034715596224013,-0.0016698578908453943,0.5493333333333333,0.5717764914657956,0.7434430803571429
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",6,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,"-0.03309797,0.06518190",0.6023206162626358,0.6043414455126038,0.002020829249968048,0.5513333333333333,0.5831068578212546,0.7315922575624939
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",7,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,"-0.02957859,0.06356924",0.6080218701209745,0.6085646869577453,0.0005428168367708208,0.554,0.5785592173145493,0.7476995305164319
sectional_trainer,"sectional_last600_best_6,trainer_recent_top3_excess",8,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,"-0.03145484,0.06342128",0.619182764327878,0.6200345850052205,0.000851820677342463,0.5686666666666667,0.5910730193557984,0.7517319873317498
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",1,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,"-0.03732735,-0.00465195,0.06387056",0.5991614550260691,0.5993139032536003,0.00015244822753124332,0.54,0.5667488873832974,0.7505067256311038
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",2,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,"-0.03458575,0.00291054,0.06337447",0.6118636575634334,0.6105887369183072,-0.001274920645126243,0.552,0.5826037406297753,0.7557512070434536
