bundle,features,fold,validation_start,validation_end,weights,market_composite,adjusted_composite,composite_delta,top3_recall,ndcg3,pairwise_ranking_accuracy
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",3,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,"-0.03613275,-0.00180000,0.06446031",0.6091878200109806,0.6130085185957993,0.0038206985848187047,0.5626666666666666,0.5824470170684097,0.7442537239814541
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",4,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,"-0.03839725,0.00796248,0.06213543",0.6168040043789969,0.6176228594255628,0.0008188550465659805,0.56,0.5870952810134117,0.7633961566888396
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",5,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,"-0.03477916,0.01081392,0.06678916",0.6051414175132467,0.6033901794140679,-0.0017512380991787646,0.5493333333333333,0.5717764914657956,0.7431175595238095
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",6,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,"-0.03290477,0.00750868,0.06527335",0.6023206162626358,0.6048285735785079,0.002507957315872167,0.552,0.5835761365472775,0.7317381577667542
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",7,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,"-0.02936466,0.00878522,0.06367455",0.6080218701209745,0.6089024590741939,0.0008805889532194078,0.5546666666666666,0.5789056109446631,0.7473708920187794
sectional_class_trainer,"sectional_last600_best_6,class_drop_from_recent_best,trainer_recent_top3_excess",8,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,"-0.03133002,0.00489153,0.06347988",0.619182764327878,0.6205347233723951,0.001351959044517126,0.5693333333333334,0.5915422980818211,0.7519299287410927
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",1,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,"-0.03806384,0.02428532,0.06406498",0.5991614550260691,0.5997108020112301,0.0005493469851609589,0.5406666666666666,0.5670952810134113,0.7504145936981758
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",2,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,"-0.03559530,0.02603509,0.06355108",0.6118636575634334,0.6110227761697288,-0.00084088139370464,0.5526666666666666,0.583195904451707,0.7555618668938748
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",3,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,"-0.03672623,0.01846003,0.06461610",0.6091878200109806,0.6132680783167608,0.004080258305780182,0.5633333333333334,0.582201246876592,0.7442043997237842
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",4,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,"-0.03947163,0.02492341,0.06225524",0.6168040043789969,0.6181947560807463,0.0013907517017494042,0.5606666666666666,0.5879109533695482,0.7635347376201035
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",5,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,"-0.03604433,0.02869304,0.06691435",0.6051414175132467,0.6043079866728708,-0.0008334308403759039,0.55,0.5731843276438638,0.7440476190476191
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",6,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,"-0.03405634,0.02868824,0.06543820",0.6023206162626358,0.6049444033049702,0.002623787042334458,0.552,0.5836990216431862,0.7320785915766949
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",7,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,"-0.03041839,0.02471045,0.06377775",0.6080218701209745,0.6087261466836004,0.0007042765626258385,0.554,0.579252004574777,0.7476525821596244
sectional_field_trainer,"sectional_last600_best_6,recent_3_total_runners,trainer_recent_top3_excess",8,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,"-0.03223731,0.02463296,0.06363923",0.619182764327878,0.6215106696549237,0.002327905327045743,0.5706666666666667,0.5929278726022762,0.7517814726840855
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",1,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,"-0.03508089,0.00807785,0.06387693",0.5991614550260691,0.5988862832219932,-0.00027517180407587993,0.5393333333333333,0.5662796086572747,0.7505988575640317
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",2,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,"-0.03283760,0.00696579,0.06333590",0.6118636575634334,0.6105414018809125,-0.0013222556825208676,0.552,0.5826037406297752,0.7555618668938748
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",3,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,"-0.03416714,0.00730505,0.06445037",0.6091878200109806,0.6128911989142936,0.0037033789033129594,0.5626666666666666,0.5819777383423871,0.7442537239814541
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",4,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,"-0.03368260,0.01910022,0.06191800",0.6168040043789969,0.6170394143594407,0.00023540998044380146,0.5593333333333333,0.586279608657275,0.7632113821138211
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",5,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,"-0.03036369,0.01828926,0.06653704",0.6051414175132467,0.6044594640596077,-0.0006819534536389726,0.5506666666666666,0.5730614425479549,0.7434430803571429
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",6,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,"-0.02838061,0.01857555,0.06503279",0.6023206162626358,0.6045638637376987,0.0022432474750628817,0.552,0.5827604641911408,0.7314949907596537
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",7,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,"-0.02470513,0.01923723,0.06340681",0.6080218701209745,0.6088510719342711,0.0008292018132965984,0.5546666666666666,0.5785592173145493,0.7475117370892019
sectional_shape_trainer,"sectional_last600_best_6,sectional_closing_speed_ratio_weighted_6,trainer_recent_top3_excess",8,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,"-0.02734587,0.01629790,0.06325764",0.619182764327878,0.620763384137597,0.0015806198097190194,0.5693333333333334,0.5923579704379577,0.752028899445764
