member,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
1,0,0,0-0,recent_margin_quality_weighted_3_minus_race_mean,-0.0360839367,0-1,0-2,0-1,528.48645,10426.0605,
1,0,1,0-1,recent_finish_percentile_weighted_3_minus_race_mean,-0.152831584,0-3,0-4,0-4,75.8886719,3605.88062,
1,0,2,0-2,recent_finish_percentile_weighted_6_rank_in_race,4.0,0-5,0-6,0-6,124.271576,6820.18018,
1,0,3,0-3,jockey_history_top3_excess,0.00929614715,0-7,0-8,0-7,33.264801,1617.88782,
1,0,4,0-4,jockey_history_top3_excess,-0.0268671643,0-9,0-10,0-10,20.2981987,1987.9928,
1,0,5,0-5,recent_margin_quality_weighted_3_minus_race_mean,0.219716489,0-11,0-12,0-12,38.716095,4029.90552,
1,0,6,0-6,jockey_history_top3_excess,-0.0431180336,0-13,0-14,0-13,30.6133366,2790.27466,
1,0,7,0-7,recent_weighted_avg_margin,5.47080612,0-15,0-16,0-16,8.0135498,940.345276,
1,0,8,0-8,recent_weighted_avg_margin,8.09008503,0-17,0-18,0-18,7.26277542,677.54248,
1,0,9,0-9,recent_margin_quality_weighted_3_minus_race_mean,-0.101810873,0-19,0-20,0-19,9.13850403,645.235413,
1,0,10,0-10,recent_weighted_avg_margin,7.37324715,0-21,0-22,0-21,13.3039989,1342.75745,
1,0,11,0-11,jockey_history_top3_excess,-0.0307440832,0-23,0-24,0-24,25.4024048,2280.65234,
1,0,12,0-12,recent_last600_best_3,35.3400002,0-25,0-26,0-26,11.4553528,1749.25305,
1,0,13,0-13,recent_weighted_avg_margin,4.26149988,0-27,0-28,0-28,5.896101,573.852905,
1,0,14,0-14,jockey_trainer_history_smoothed_top3_rate_gap_to_best,0.145454556,0-29,0-30,0-30,13.8524866,2216.42188,
1,0,15,0-15,Leaf,,,,,-0.0110594044,342.564423,
1,0,16,0-16,Leaf,,,,,-0.0168094598,597.780884,
1,0,17,0-17,Leaf,,,,,-0.00585603295,540.104797,
1,0,18,0-18,Leaf,,,,,-0.0125221657,137.437698,
1,0,19,0-19,Leaf,,,,,-0.0108460477,348.202515,
1,0,20,0-20,Leaf,,,,,-0.00459690066,297.032867,
1,0,21,0-21,Leaf,,,,,-0.00170364999,1178.8916,
1,0,22,0-22,Leaf,,,,,-0.00915392209,163.865814,
1,0,23,0-23,Leaf,,,,,-0.000216868633,515.133179,
1,0,24,0-24,Leaf,,,,,0.00607316568,1765.51929,
1,0,25,0-25,Leaf,,,,,0.0114172567,1015.8609,
1,0,26,0-26,Leaf,,,,,0.00705459435,733.392212,
1,0,27,0-27,Leaf,,,,,-0.00318739563,386.608917,
1,0,28,0-28,Leaf,,,,,-0.00870137569,187.243988,
1,0,29,0-29,Leaf,,,,,0.00317337853,1170.78003,
1,0,30,0-30,Leaf,,,,,-0.000768100552,1045.64172,
1,1,0,1-0,recent_finish_percentile_weighted_3_minus_race_mean,-0.155434132,1-1,1-2,1-2,561.419983,46108.543,
1,1,1,1-1,recent_weighted_avg_margin,8.55326462,1-3,1-4,1-4,79.9577332,5509.42676,
1,1,2,1-2,recent_weighted_avg_margin,5.22812605,1-5,1-6,1-6,186.628586,40599.1172,
1,1,3,1-3,jockey_trainer_history_smoothed_top3_rate_gap_to_best,0.098484844,1-7,1-8,1-8,50.0935822,4386.8291,
1,1,4,1-4,recent_margin_quality_weighted_3_minus_race_mean,-0.125520617,1-9,1-10,1-10,16.1288452,1122.59778,
1,1,5,1-5,recent_similar_distance_speed_rank,7.0,1-11,1-12,1-12,102.464279,34578.8008,
1,1,6,1-6,recent_finish_percentile_weighted_3_minus_race_mean,-0.0105705261,1-13,1-14,1-14,53.0791245,6020.31787,
1,1,7,1-7,jockey_history_starts,93.0,1-15,1-16,1-16,26.8618202,1316.92908,
1,1,8,1-8,best_finish_percentile_at_equal_or_higher_weight,0.857142866,1-17,1-18,1-18,30.2651672,3069.90015,
1,1,9,1-9,jockey_trainer_history_smoothed_top3_rate_gap_to_best,0.0025062561,1-19,1-20,1-20,18.2566528,1019.47339,
1,1,10,1-10,best_finish_percentile_at_equal_or_higher_weight,0.444444448,1-21,1-22,1-21,5.05302715,103.124352,
1,1,11,1-11,jockey_recent_top3_excess,0.0289768949,1-23,1-24,1-23,61.8945312,23232.1191,
1,1,12,1-12,jockey_recent_top3_excess,0.0656628311,1-25,1-26,1-25,56.6194267,11346.6807,
1,1,13,1-13,good_wins,1.0,1-27,1-28,1-28,25.8184662,2394.51221,
1,1,14,1-14,jockey_history_starts,136.0,1-29,1-30,1-30,21.8238125,3625.80591,
1,1,15,1-15,Leaf,,,,,-0.00544861797,645.042908,
1,1,16,1-16,Leaf,,,,,0.0016424295,671.88623,
1,1,17,1-17,Leaf,,,,,-0.0101772388,1538.20813,
1,1,18,1-18,Leaf,,,,,-0.00513992598,1531.69189,
1,1,19,1-19,Leaf,,,,,-0.00281322631,84.7732925,
1,1,20,1-20,Leaf,,,,,-0.0153977247,934.700073,
1,1,21,1-21,Leaf,,,,,0.000671197311,67.0372543,
1,1,22,1-22,Leaf,,,,,-0.00991504453,36.0871048,
1,1,23,1-23,Leaf,,,,,0.00151452736,13005.668,
1,1,24,1-24,Leaf,,,,,0.00411632052,10226.4502,
1,1,25,1-25,Leaf,,,,,-0.00145830156,7672.49463,
1,1,26,1-26,Leaf,,,,,0.00231136545,3674.18604,
1,1,27,1-27,Leaf,,,,,-0.00797522161,1478.53235,
1,1,28,1-28,Leaf,,,,,-0.00258900784,915.979858,
1,1,29,1-29,Leaf,,,,,-0.00243000104,2511.24976,
1,1,30,1-30,Leaf,,,,,0.00175777508,1114.55627,
1,2,0,2-0,recent_weighted_avg_margin,5.0999999,2-1,2-2,2-1,339.754303,44727.9102,
1,2,1,2-1,good_starts,15.0,2-3,2-4,2-4,141.372421,36412.5898,
1,2,2,2-2,best_finish_percentile_at_stronger_class,0.727272749,2-5,2-6,2-5,108.455231,8315.31836,
1,2,3,2-3,best_finish_percentile_at_stronger_class,0.8125,2-7,2-8,2-7,148.347763,29914.8535,
1,2,4,2-4,current_weight_change_pct,-0.0833333358,2-9,2-10,2-10,29.9860954,6497.73779,
1,2,5,2-5,jockey_history_top3_excess,-0.017704878,2-11,2-12,2-11,92.6279297,5159.51807,
1,2,6,2-6,jockey_trainer_history_smoothed_top3_rate_gap_to_best,0.1015625,2-13,2-14,2-14,26.3314209,3155.80029,
1,2,7,2-7,jockey_trainer_history_smoothed_top3_rate_gap_to_best,0.0331890285,2-15,2-16,2-16,97.7625351,18210.6094,
1,2,8,2-8,good_starts,6.0,2-17,2-18,2-18,53.7821655,11704.2451,
1,2,9,2-9,recent_3_margin,0.600000024,2-19,2-20,2-20,19.8932266,169.394409,
1,2,10,2-10,jockey_recent_top3_excess,0.278186262,2-21,2-22,2-21,24.6118431,6328.34326,
1,2,11,2-11,recent_finish_percentile_weighted_3_minus_race_mean,-0.152831584,2-23,2-24,2-24,56.2041321,2209.0957,
1,2,12,2-12,recent_finish_percentile_weighted_3_minus_race_mean,-0.0267010331,2-25,2-26,2-26,32.5847931,2950.42236,
1,2,13,2-13,jockey_history_top3_excess,0.0430788621,2-27,2-28,2-28,25.99436,1136.57227,
1,2,14,2-14,best_finish_percentile_at_equal_or_higher_weight,2.00001001,2-29,2-30,2-30,16.9149628,2019.22803,
1,2,15,2-15,Leaf,,,,,0.00343443127,4524.72559,
1,2,16,2-16,Leaf,,,,,-0.000800509471,13685.8828,
1,2,17,2-17,Leaf,,,,,0.00540059945,6405.62646,
1,2,18,2-18,Leaf,,,,,0.00198898069,5298.61865,
1,2,19,2-19,Leaf,,,,,0.00345411454,34.753746,
1,2,20,2-20,Leaf,,,,,-0.0166141093,134.640656,
1,2,21,2-21,Leaf,,,,,-0.00228744373,6254.95947,
1,2,22,2-22,Leaf,,,,,0.0113929417,73.383606,
1,2,23,2-23,Leaf,,,,,-0.0153524205,949.526306,
1,2,24,2-24,Leaf,,,,,-0.00718970457,1259.56934,
1,2,25,2-25,Leaf,,,,,-0.00590880355,1901.70862,
1,2,26,2-26,Leaf,,,,,-0.000414111011,1048.71362,
1,2,27,2-27,Leaf,,,,,-0.00106565387,680.322937,
1,2,28,2-28,Leaf,,,,,0.00657867268,456.249298,
1,2,29,2-29,Leaf,,,,,-0.00397550128,1543.99829,
1,2,30,2-30,Leaf,,,,,0.00138144288,475.229736,
1,3,0,3-0,recent_margin_quality_weighted_3_minus_race_mean,0.0808374286,3-1,3-2,3-1,327.067108,44125.9766,
1,3,1,3-1,trainer_history_top3_excess,0.0103176236,3-3,3-4,3-3,171.596954,21266.8809,
1,3,2,3-2,prize_money_rank,5.0,3-5,3-6,3-6,78.5833588,22859.0977,
1,3,3,3-3,best_finish_percentile_at_stronger_class,0.764705896,3-7,3-8,3-7,105.031555,10611.0264,
1,3,4,3-4,current_weight_change_pct,0.0093457941,3-9,3-10,3-9,44.2019424,10655.8535,
1,3,5,3-5,good_starts,5.0,3-11,3-12,3-12,46.0648499,10668.9355,
1,3,6,3-6,trainer_history_top3_excess,0.023246754,3-13,3-14,3-13,71.416954,12190.1611,
1,3,7,3-7,recent_margin_quality_weighted_3_minus_race_mean,-0.206126422,3-15,3-16,3-16,76.3436584,6594.00391,
1,3,8,3-8,jockey_recent_top3_excess,0.262275875,3-17,3-18,3-17,28.6243019,4017.02295,
1,3,9,3-9,jockey_history_starts,124.0,3-19,3-20,3-19,41.6788864,6863.99805,
1,3,10,3-10,recent_weighted_avg_margin,8.09008503,3-21,3-22,3-22,23.947567,3791.85547,
1,3,11,3-11,recent_margin_std_6,3.51046062,3-23,3-24,3-24,37.9371185,4528.5376,
1,3,12,3-12,best_finish_percentile_at_equal_or_higher_weight,0.642857134,3-25,3-26,3-26,32.0015144,6140.39795,
1,3,13,3-13,recent_margin_std_6,3.26399541,3-27,3-28,3-28,33.1706314,5026.44287,
1,3,14,3-14,current_weight_change_pct,0.0695652142,3-29,3-30,3-30,35.1415405,7163.71875,
1,3,15,3-15,Leaf,,,,,-0.0125281913,1097.0531,
1,3,16,3-16,Leaf,,,,,-0.00529538654,5496.95068,
1,3,17,3-17,Leaf,,,,,-0.00167687645,3949.30737,
1,3,18,3-18,Leaf,,,,,0.0136444615,67.7155914,
1,3,19,3-19,Leaf,,,,,-0.00291895447,4020.63379,
1,3,20,3-20,Leaf,,,,,0.00102976849,2843.36401,
1,3,21,3-21,Leaf,,,,,0.00253214547,3607.28833,
1,3,22,3-22,Leaf,,,,,-0.00647651916,184.567184,
1,3,23,3-23,Leaf,,,,,0.00674921973,3429.46802,
1,3,24,3-24,Leaf,,,,,0.00139123958,1099.0697,
1,3,25,3-25,Leaf,,,,,-0.0032594793,611.197876,
1,3,26,3-26,Leaf,,,,,0.00272729504,5529.2002,
1,3,27,3-27,Leaf,,,,,-0.000295293023,3445.82031,
1,3,28,3-28,Leaf,,,,,-0.00466309255,1580.62219,
1,3,29,3-29,Leaf,,,,,0.00131134794,5694.7002,
1,3,30,3-30,Leaf,,,,,0.00564320199,1469.01831,
1,4,0,4-0,recent_finish_percentile_weighted_3_minus_race_mean,-0.0291158259,4-1,4-2,4-1,317.966644,43189.9727,
1,4,1,4-1,form_class_level_weighted_3,62.0,4-3,4-4,4-3,153.333344,11369.3555,
1,4,2,4-2,good_starts,9.0,4-5,4-6,4-6,95.06427,31820.6172,
1,4,3,4-3,recent_weighted_avg_margin,8.81110287,4-7,4-8,4-7,81.3965454,5789.63135,
1,4,4,4-4,good_starts,26.0,4-9,4-10,4-10,41.0328941,5579.72363,
1,4,5,4-5,recent_last600_best_3,35.0600014,4-11,4-12,4-12,78.7476196,21100.707,
1,4,6,4-6,prize_money_rank,2.0,4-13,4-14,4-14,21.211338,10719.9102,
1,4,7,4-7,recent_margin_std_6,3.13942671,4-15,4-16,4-15,28.2040253,5066.7373,
1,4,8,4-8,form_class_level_weighted_3,54.3333321,4-17,4-18,4-17,13.5761566,722.894226,
1,4,9,4-9,recent_finish_percentile_weighted_3_minus_race_mean,-0.407991618,4-19,4-20,4-20,29.23909,5087.375,
1,4,10,4-10,best_finish_percentile_at_equal_or_higher_weight,0.266666681,4-21,4-22,4-21,13.5387115,492.348419,
1,4,11,4-11,recent_finish_percentile_weighted_3_minus_race_mean,0.253948271,4-23,4-24,4-24,67.141922,11616.2012,
1,4,12,4-12,recent_weighted_avg_margin,4.59366512,4-25,4-26,4-26,40.3964081,9484.50586,
1,4,13,4-13,best_finish_percentile_at_equal_or_higher_weight,0.764705896,4-27,4-28,4-28,18.2536945,1800.75977,
1,4,14,4-14,good_starts,19.0,4-29,4-30,4-30,22.8766499,8919.15039,
1,4,15,4-15,Leaf,,,,,-0.00378919882,3021.6123,
1,4,16,4-16,Leaf,,,,,-0.00762058515,2045.125,
1,4,17,4-17,Leaf,,,,,-0.0165724233,511.803894,
1,4,18,4-18,Leaf,,,,,-0.00827931892,211.090332,
1,4,19,4-19,Leaf,,,,,-0.0109576508,138.055817,
1,4,20,4-20,Leaf,,,,,0.000316806574,4949.31934,
1,4,21,4-21,Leaf,,,,,-0.000970691734,146.03624,
1,4,22,4-22,Leaf,,,,,-0.0101306699,346.312195,
1,4,23,4-23,Leaf,,,,,0.00229238439,7995.22656,
1,4,24,4-24,Leaf,,,,,0.00639948342,3620.97461,
1,4,25,4-25,Leaf,,,,,0.00130772009,7644.87793,
1,4,26,4-26,Leaf,,,,,-0.00280882115,1839.62769,
1,4,27,4-27,Leaf,,,,,-0.00326464744,351.229767,
1,4,28,4-28,Leaf,,,,,0.00301477197,1449.53003,
1,4,29,4-29,Leaf,,,,,-0.000409002241,6466.13477,
1,4,30,4-30,Leaf,,,,,-0.00324257137,2453.01514,
1,5,0,5-0,recent_margin_quality_weighted_3_minus_race_mean,-0.0931971371,5-1,5-2,5-2,256.428223,42498.7891,
1,5,1,5-1,jockey_history_top3_excess,-0.00196511811,5-3,5-4,5-3,108.110596,6678.63867,
1,5,2,5-2,recent_margin_std_6,3.21039987,5-5,5-6,5-6,90.9555359,35820.1484,
1,5,3,5-3,prize_money_rank,4.0,5-7,5-8,5-8,37.9012146,3061.57788,
1,5,4,5-4,recent_weighted_avg_margin,7.69395399,5-9,5-10,5-10,30.1297665,3617.06079,
1,5,5,5-5,jockey_history_top3_excess,0.0942126065,5-11,5-12,5-12,63.7498627,24319.2832,
1,5,6,5-6,recent_finish_percentile_weighted_3_minus_race_mean,0.0552102327,5-13,5-14,5-14,44.3430099,11500.8662,
1,5,7,5-7,jockey_history_top3_excess,-0.0585024767,5-15,5-16,5-16,33.3202515,1118.18811,
1,5,8,5-8,hidden_sectional_run_best_3_gap_to_best,0.0241839886,5-17,5-18,5-18,23.2608643,1943.38989,
1,5,9,5-9,recent_margin_quality_weighted_3_minus_race_mean,-0.306790978,5-19,5-20,5-20,18.202549,2995.00806,
1,5,10,5-10,recent_margin_std_6,1.57310736,5-21,5-22,5-21,15.6459579,622.052734,
1,5,11,5-11,recent_last600_best_3,35.2599983,5-23,5-24,5-23,42.1078377,20563.3086,
1,5,12,5-12,hidden_sectional_run_best_3_gap_to_best,0.0756082833,5-25,5-26,5-25,20.1426392,3755.97583,
1,5,13,5-13,distance_minus_recent_avg,566.666687,5-27,5-28,5-28,13.2487144,3610.7063,
1,5,14,5-14,jockey_history_starts,33.0,5-29,5-30,5-30,33.7344589,7890.15967,
1,5,15,5-15,Leaf,,,,,-0.0106010912,343.468384,
1,5,16,5-16,Leaf,,,,,-0.0013059465,774.719727,
1,5,17,5-17,Leaf,,,,,-0.0147196976,511.950104,
1,5,18,5-18,Leaf,,,,,-0.00832410436,1431.4397,
1,5,19,5-19,Leaf,,,,,-0.00877992716,148.366669,
1,5,20,5-20,Leaf,,,,,-6.88901782e-05,2846.64136,
1,5,21,5-21,Leaf,,,,,0.00314096175,83.9146347,
1,5,22,5-22,Leaf,,,,,-0.00809353404,538.138062,
1,5,23,5-23,Leaf,,,,,0.00173069595,16072.0107,
1,5,24,5-24,Leaf,,,,,-0.00100475573,4491.29736,
1,5,25,5-25,Leaf,,,,,0.00132995751,877.981506,
1,5,26,5-26,Leaf,,,,,0.00568229007,2877.99438,
1,5,27,5-27,Leaf,,,,,-0.00366730872,3418.38306,
1,5,28,5-28,Leaf,,,,,0.00294305501,192.323227,
1,5,29,5-29,Leaf,,,,,-0.00300446828,1760.89673,
1,5,30,5-30,Leaf,,,,,0.000912142743,6129.2627,
1,6,0,6-0,recent_finish_percentile_rank,5.0,6-1,6-2,6-2,203.161423,41805.1328,
1,6,1,6-1,trainer_history_top3_excess,0.0349813923,6-3,6-4,6-3,59.9568329,25472.0117,
1,6,2,6-2,jockey_history_top3_excess,-0.0248553064,6-5,6-6,6-5,127.3685,16333.1201,
1,6,3,6-3,recent_finish_percentile_rank,2.0,6-7,6-8,6-8,36.5439529,13323.7129,
1,6,4,6-4,current_weight_change_pct,0.0,6-9,6-10,6-10,35.0911865,12148.2988,
1,6,5,6-5,recent_margin_quality_weighted_3_minus_race_mean,-0.16163224,6-11,6-12,6-11,72.5995483,4882.93945,
1,6,6,6-6,trainer_history_top3_excess,0.0387145244,6-13,6-14,6-13,67.4182816,11450.1807,
1,6,7,6-7,recent_similar_distance_speed_rank,5.0,6-15,6-16,6-16,37.3307114,4095.67627,
1,6,8,6-8,jockey_history_top3_excess,-0.0735021159,6-17,6-18,6-17,33.1986122,9228.03711,
1,6,9,6-9,recent_last600_best_3,37.0900002,6-19,6-20,6-19,26.4680595,3009.76465,
1,6,10,6-10,recent_margin_quality_weighted_3_minus_race_mean,0.230654955,6-21,6-22,6-22,25.9720612,9138.53418,
1,6,11,6-11,current_weight_change_pct,0.0263157897,6-23,6-24,6-23,16.1339417,1126.28247,
1,6,12,6-12,trainer_history_top3_excess,-0.082403101,6-25,6-26,6-25,21.3614273,3756.65698,
1,6,13,6-13,recent_weighted_avg_margin_rank,6.0,6-27,6-28,6-27,46.7955589,6577.14258,
1,6,14,6-14,recent_weighted_win_rate_rank,2.0,6-29,6-30,6-30,26.9275913,4873.03857,
1,6,15,6-15,Leaf,,,,,0.00434883963,2199.42188,
1,6,16,6-16,Leaf,,,,,-0.000427999912,1896.25452,
1,6,17,6-17,Leaf,,,,,-0.00500523066,986.307617,
1,6,18,6-18,Leaf,,,,,-0.000172454806,8241.72852,
1,6,19,6-19,Leaf,,,,,0.000648983114,2938.99585,
1,6,20,6-20,Leaf,,,,,-0.0138558419,70.7688599,
1,6,21,6-21,Leaf,,,,,0.00236795726,5848.56348,
1,6,22,6-22,Leaf,,,,,0.00515428884,3289.9707,
1,6,23,6-23,Leaf,,,,,-0.0129312156,838.378418,
1,6,24,6-24,Leaf,,,,,-0.00572275696,287.903992,
1,6,25,6-25,Leaf,,,,,-0.00867783651,504.637146,
1,6,26,6-26,Leaf,,,,,-0.00315606338,3252.01978,
1,6,27,6-27,Leaf,,,,,-0.000207164368,3106.22803,
1,6,28,6-28,Leaf,,,,,-0.00443118159,3470.91455,
1,6,29,6-29,Leaf,,,,,0.0056438162,785.970032,
1,6,30,6-30,Leaf,,,,,0.000612994481,4087.0686,
1,7,0,7-0,recent_finish_percentile_weighted_6_rank_in_race,6.0,7-1,7-2,7-2,214.804626,41180.9961,
1,7,1,7-1,recent_margin_quality_weighted_3_minus_race_mean,0.337773383,7-3,7-4,7-4,68.8372498,29807.0254,
1,7,2,7-2,form_class_level_weighted_3,59.0,7-5,7-6,7-5,90.3506317,11373.9717,
1,7,3,7-3,trainer_history_top3_excess,0.0349813923,7-7,7-8,7-7,62.8809624,26736.6426,
1,7,4,7-4,form_class_level_weighted_3,51.0,7-9,7-10,7-10,32.7796555,3070.3833,
1,7,5,7-5,recent_margin_quality_weighted_3_minus_race_mean,-0.219347864,7-11,7-12,7-12,73.6650391,4970.86768,
1,7,6,7-6,good_starts,14.0,7-13,7-14,7-14,51.3302536,6403.104,
1,7,7,7-7,distance_minus_recent_avg,-233.333328,7-15,7-16,7-16,37.5353813,14119.8887,
1,7,8,7-8,recent_margin_std_6,2.82394528,7-17,7-18,7-18,25.2356796,12616.7539,
1,7,9,7-9,best_finish_percentile_at_stronger_class,0.9375,7-19,7-20,7-20,19.9391098,1221.08655,
1,7,10,7-10,form_class_level_weighted_3,55.3333321,7-21,7-22,7-22,18.5772953,1849.29675,
1,7,11,7-11,recent_3_margin,7.9000001,7-23,7-24,7-24,11.1026001,569.71582,
1,7,12,7-12,trainer_history_top3_excess,-0.0102040814,7-25,7-26,7-25,37.3709412,4401.15186,
1,7,13,7-13,trainer_history_top3_excess,0.102162629,7-27,7-28,7-27,27.0042744,4289.25195,
1,7,14,7-14,jockey_history_starts,21.0,7-29,7-30,7-29,22.5009079,2113.85181,
1,7,15,7-15,Leaf,,,,,-0.00649093045,599.09613,
1,7,16,7-16,Leaf,,,,,-0.000145754064,13520.792,
1,7,17,7-17,Leaf,,,,,0.0027990134,8402.49219,
1,7,18,7-18,Leaf,,,,,0.000425861916,4214.26172,
1,7,19,7-19,Leaf,,,,,0.00978574529,888.354187,
1,7,20,7-20,Leaf,,,,,0.00249992101,332.732361,
1,7,21,7-21,Leaf,,,,,-0.00519490009,166.387344,
1,7,22,7-22,Leaf,,,,,0.0033426513,1682.90942,
1,7,23,7-23,Leaf,,,,,-0.00963975303,281.975647,
1,7,24,7-24,Leaf,,,,,-0.0174483415,287.740143,
1,7,25,7-25,Leaf,,,,,-0.0068590804,1974.91687,
1,7,26,7-26,Leaf,,,,,-0.00221439544,2426.23511,
1,7,27,7-27,Leaf,,,,,-0.000137216819,3728.8938,
1,7,28,7-28,Leaf,,,,,0.00570209278,560.358337,
1,7,29,7-29,Leaf,,,,,-0.0103327809,302.973175,
1,7,30,7-30,Leaf,,,,,-0.00301980763,1810.87854,
1,8,0,8-0,recent_weighted_avg_margin,5.22812605,8-1,8-2,8-1,174.43399,40716.2227,
1,8,1,8-1,jockey_history_top3_excess,0.0720480531,8-3,8-4,8-3,100.074875,34107.3516,
1,8,2,8-2,trainer_history_top3_excess,-0.0102040814,8-5,8-6,8-5,82.0682373,6608.87061,
1,8,3,8-3,best_finish_percentile_at_stronger_class,0.571428597,8-7,8-8,8-7,72.4512329,26461.7559,
1,8,4,8-4,distance_minus_recent_avg,-368.333344,8-9,8-10,8-10,41.0504456,7645.59668,
1,8,5,8-5,recent_margin_quality_weighted_3_minus_race_mean,-0.101810873,8-11,8-12,8-12,45.0675964,3213.90381,
1,8,6,8-6,recent_finish_percentile_weighted_3_minus_race_mean,-0.0105705261,8-13,8-14,8-14,30.5278587,3394.9668,
1,8,7,8-7,recent_last600_best_3,34.5,8-15,8-16,8-16,43.5132256,10269.749,
1,8,8,8-8,recent_weighted_win_rate_rank,2.0,8-17,8-18,8-18,39.3229294,16192.0068,
1,8,9,8-9,Leaf,,,,,-0.0179916304,46.3982239,
1,8,10,8-10,jockey_history_top3_excess,0.152532846,8-19,8-20,8-20,32.2065125,7599.19873,
1,8,11,8-11,recent_weighted_avg_margin,9.59683704,8-21,8-22,8-22,26.7111511,1597.07263,
1,8,12,8-12,jockey_recent_top3_excess,0.0105835358,8-23,8-24,8-24,12.2057648,1616.83118,
1,8,13,8-13,jockey_recent_top3_excess,-0.0911704227,8-25,8-26,8-25,20.7920208,1884.1814,
1,8,14,8-14,recent_similar_distance_speed_rank,4.0,8-27,8-28,8-28,17.5789337,1510.7854,
1,8,15,8-15,Leaf,,,,,0.000309799361,4322.97217,
1,8,16,8-16,Leaf,,,,,-0.00298325322,5946.77637,
1,8,17,8-17,Leaf,,,,,0.00309435325,4417.75098,
1,8,18,8-18,Leaf,,,,,0.00032956159,11774.2559,
1,8,19,8-19,Leaf,,,,,0.00265676179,6186.64893,
1,8,20,8-20,Leaf,,,,,0.00684459088,1412.5498,
1,8,21,8-21,Leaf,,,,,-0.00758087356,1222.0719,
1,8,22,8-22,Leaf,,,,,-0.015350516,375.000793,
1,8,23,8-23,Leaf,,,,,-0.00524421176,994.479858,
1,8,24,8-24,Leaf,,,,,-0.000761774369,622.351318,
1,8,25,8-25,Leaf,,,,,-0.00926311221,277.872559,
1,8,26,8-26,Leaf,,,,,-0.00193380937,1606.30884,
1,8,27,8-27,Leaf,,,,,0.00504921516,584.800964,
1,8,28,8-28,Leaf,,,,,-0.000448985171,925.984436,
1,9,0,9-0,recent_margin_quality_weighted_3_minus_race_mean,0.101066172,9-1,9-2,9-1,190.525665,40338.8594,
1,9,1,9-1,recent_weighted_avg_margin,9.59683704,9-3,9-4,9-3,71.3829422,20579.7148,
1,9,2,9-2,historical_market_overperformance_slope_3,0.211538464,9-5,9-6,9-5,34.329277,19759.1445,
1,9,3,9-3,best_finish_percentile_at_stronger_class,0.75,9-7,9-8,9-7,51.4542694,19801.248,
1,9,4,9-4,recent_margin_quality_weighted_3_minus_race_mean,-0.0598349571,9-9,9-10,9-10,26.4873657,778.466187,
1,9,5,9-5,good_starts,6.0,9-11,9-12,9-12,36.7179871,16484.7461,
1,9,6,9-6,current_weight_change_pct,-0.0178571437,9-13,9-14,9-14,15.3947201,3274.39844,
1,9,7,9-7,jockey_recent_top3_excess,0.111307181,9-15,9-16,9-15,41.8739777,11099.0068,
1,9,8,9-8,good_starts,14.0,9-17,9-18,9-18,27.680048,8702.24219,
1,9,9,9-9,recent_3_distance_m,1606.0,9-19,9-20,9-20,9.50379944,640.671875,
1,9,10,9-10,hidden_sectional_run_best_3,0.213215873,9-21,9-22,9-21,18.8236294,137.794312,
1,9,11,9-11,recent_margin_quality_weighted_3_minus_race_mean,0.179493427,9-23,9-24,9-24,37.6625214,9058.81543,
1,9,12,9-12,current_weight_change_pct,-0.0327868834,9-25,9-26,9-26,21.1934376,7425.93018,
1,9,13,9-13,current_weight_change_pct,-0.0267857146,9-27,9-28,9-28,12.5287571,465.270538,
1,9,14,9-14,recent_margin_quality_weighted_3_minus_race_mean,0.34690398,9-29,9-30,9-30,12.1857576,2809.12793,
1,9,15,9-15,Leaf,,,,,-0.00332884095,8783.52246,
1,9,16,9-16,Leaf,,,,,0.000445826736,2315.48413,
1,9,17,9-17,Leaf,,,,,0.000843899441,6512.40234,
1,9,18,9-18,Leaf,,,,,-0.00239900569,2189.83984,
1,9,19,9-19,Leaf,,,,,-0.0139599163,360.872345,
1,9,20,9-20,Leaf,,,,,-0.00725538144,279.7995,
1,9,21,9-21,Leaf,,,,,0.00714844698,91.9993134,
1,9,22,9-22,Leaf,,,,,-0.0109096831,45.795002,
1,9,23,9-23,Leaf,,,,,0.000867207476,2839.21997,
1,9,24,9-24,Leaf,,,,,0.00434790924,6219.59521,
1,9,25,9-25,Leaf,,,,,-0.00247395807,1003.57074,
1,9,26,9-26,Leaf,,,,,0.0014150166,6422.35938,
1,9,27,9-27,Leaf,,,,,-0.00276040309,389.290985,
1,9,28,9-28,Leaf,,,,,-0.0134681985,75.9795456,
1,9,29,9-29,Leaf,,,,,-0.000456231472,2531.15381,
1,9,30,9-30,Leaf,,,,,0.00496963412,277.974121,
1,10,0,10-0,recent_finish_percentile_weighted_6_rank_in_race,6.0,10-1,10-2,10-2,134.522873,39611.4961,
1,10,1,10-1,trainer_history_top3_excess,0.031478148,10-3,10-4,10-3,56.6563416,28695.1484,
1,10,2,10-2,recent_weighted_avg_margin,9.40214062,10-5,10-6,10-5,72.7258835,10916.3477,
1,10,3,10-3,recent_weighted_avg_margin_rank,4.0,10-7,10-8,10-8,42.4979401,14365.9248,
1,10,4,10-4,recent_3_distance_m,1100.0,10-9,10-10,10-10,29.1927109,14329.2236,
1,10,5,10-5,trainer_history_top3_excess,-0.0659999996,10-11,10-12,10-12,45.0835724,10325.3691,
1,10,6,10-6,current_weight_change_pct,0.109090909,10-13,10-14,10-13,10.8743362,590.979248,
