member,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
2,86,15,86-15,Leaf,,,,,-0.0056069959,1513.79199,
2,86,16,86-16,Leaf,,,,,0.00203169766,112.367294,
2,86,17,86-17,Leaf,,,,,-0.00721606007,302.541321,
2,86,18,86-18,Leaf,,,,,-0.000948698435,7015.81836,
2,86,19,86-19,Leaf,,,,,0.000275374652,4102.97363,
2,86,20,86-20,Leaf,,,,,0.00246288604,2547.05029,
2,86,21,86-21,Leaf,,,,,-0.0016875969,1733.59875,
2,86,22,86-22,Leaf,,,,,-0.00569830881,432.050903,
2,86,23,86-23,Leaf,,,,,0.00139009941,4038.03931,
2,86,24,86-24,Leaf,,,,,0.00466228416,2168.27368,
2,86,25,86-25,Leaf,,,,,0.00209463551,1188.10278,
2,86,26,86-26,Leaf,,,,,-0.0010553922,2030.37219,
2,86,27,86-27,Leaf,,,,,-0.00410106126,12.1566095,
2,86,28,86-28,Leaf,,,,,-0.0172108449,23.5552483,
2,86,29,86-29,Leaf,,,,,-0.000334057229,1245.70776,
2,86,30,86-30,Leaf,,,,,-0.00960901286,85.9538193,
2,87,0,87-0,recent_finish_percentile_weighted_3_minus_race_mean,-0.152831584,87-1,87-2,87-1,50.2944145,28592.0664,
2,87,1,87-1,jockey_history_top3_excess,0.067592591,87-3,87-4,87-3,14.4001694,2878.10278,
2,87,2,87-2,recent_margin_std_6,3.21039987,87-5,87-6,87-6,25.9148064,25713.9629,
2,87,3,87-3,form_class_level_weighted_3,53.5999985,87-7,87-8,87-8,11.0564575,2198.94678,
2,87,4,87-4,recent_margin_std_6,0.875595033,87-9,87-10,87-10,7.77807999,679.156067,
2,87,5,87-5,jockey_recent_top3_excess,0.111307181,87-11,87-12,87-11,19.1142216,17597.918,
2,87,6,87-6,jockey_history_starts,14.0,87-13,87-14,87-13,18.2456646,8116.04443,
2,87,7,87-7,best_finish_percentile_at_stronger_class,0.857142866,87-15,87-16,87-15,7.61118698,346.250305,
2,87,8,87-8,prize_money_rank,2.0,87-17,87-18,87-17,7.23688126,1852.69653,
2,87,9,87-9,Leaf,,,,,0.0128746526,17.9551353,
2,87,10,87-10,best_finish_percentile_at_stronger_class,0.3125,87-19,87-20,87-20,5.73777819,661.200989,
2,87,11,87-11,prize_money_rank,5.0,87-21,87-22,87-22,19.9567642,13654.209,
2,87,12,87-12,recent_weighted_win_rate_rank,4.0,87-23,87-24,87-24,15.2428932,3943.70947,
2,87,13,87-13,prize_money_rank,3.0,87-25,87-26,87-26,12.5140934,837.884155,
2,87,14,87-14,best_finish_percentile_at_stronger_class,0.888888896,87-27,87-28,87-27,15.8882561,7278.16016,
2,87,15,87-15,Leaf,,,,,-0.00966410246,302.320648,
2,87,16,87-16,Leaf,,,,,0.00109585992,43.9296494,
2,87,17,87-17,Leaf,,,,,0.00026865938,280.382294,
2,87,18,87-18,Leaf,,,,,-0.00405934732,1572.31421,
2,87,19,87-19,Leaf,,,,,-0.00744410371,58.4690933,
2,87,20,87-20,Leaf,,,,,0.000182503296,602.731873,
2,87,21,87-21,Leaf,,,,,0.00132758031,6625.73486,
2,87,22,87-22,Leaf,,,,,-0.00058314437,7028.47412,
2,87,23,87-23,Leaf,,,,,0.00361923431,2314.27808,
2,87,24,87-24,Leaf,,,,,0.000457631249,1629.4314,
2,87,25,87-25,Leaf,,,,,0.000520998903,231.338455,
2,87,26,87-26,Leaf,,,,,-0.00625242898,606.545654,
2,87,27,87-27,Leaf,,,,,-0.001259226,5167.39258,
2,87,28,87-28,Leaf,,,,,0.00130939519,2110.76782,
2,88,0,88-0,trainer_history_top3_excess,0.0161253326,88-1,88-2,88-1,46.363533,28554.4941,
2,88,1,88-1,recent_margin_quality_weighted_3_minus_race_mean,-0.0557534099,88-3,88-4,88-3,30.2340641,12383.2188,
2,88,2,88-2,good_starts,6.0,88-5,88-6,88-6,21.0548954,16171.2754,
2,88,3,88-3,recent_3_margin,7.80000019,88-7,88-8,88-7,15.5192642,2883.99292,
2,88,4,88-4,recent_similar_distance_speed_rank,6.0,88-9,88-10,88-10,13.5834541,9499.22559,
2,88,5,88-5,jockey_history_top3_excess,0.14005594,88-11,88-12,88-11,26.3877296,8770.89258,
2,88,6,88-6,recent_3_margin,21.3999996,88-13,88-14,88-13,15.6037464,7400.38281,
2,88,7,88-7,jockey_history_top3_excess,0.0178346653,88-15,88-16,88-16,12.8830719,2301.0249,
2,88,8,88-8,form_class_level_weighted_3,63.3333321,88-17,88-18,88-17,10.8360672,582.96814,
2,88,9,88-9,recent_margin_quality_weighted_3_minus_race_mean,0.199903965,88-19,88-20,88-20,18.1641045,5770.58008,
2,88,10,88-10,jockey_recent_top3_excess,0.184424475,88-21,88-22,88-22,12.0646553,3728.64575,
2,88,11,88-11,recent_finish_percentile_rank,2.0,88-23,88-24,88-24,19.2170773,8129.64648,
2,88,12,88-12,jockey_history_starts,112.0,88-25,88-26,88-26,7.5724678,641.246277,
2,88,13,88-13,good_starts,39.0,88-27,88-28,88-28,12.8272219,7333.52002,
2,88,14,88-14,recent_margin_quality_weighted_3_minus_race_mean,-0.0721538961,88-29,88-30,88-30,4.19464016,66.8629608,
2,88,15,88-15,Leaf,,,,,-0.00412234711,1330.66333,
2,88,16,88-16,Leaf,,,,,-0.000329236529,970.36145,
2,88,17,88-17,Leaf,,,,,-0.00991303753,343.374695,
2,88,18,88-18,Leaf,,,,,-0.00282143196,239.59346,
2,88,19,88-19,Leaf,,,,,-0.00076176587,3926.19702,
2,88,20,88-20,Leaf,,,,,0.00223898492,1844.38306,
2,88,21,88-21,Leaf,,,,,-0.0013190523,3451.98047,
2,88,22,88-22,Leaf,,,,,-0.00667414209,276.665161,
2,88,23,88-23,Leaf,,,,,0.00325193512,2143.0061,
2,88,24,88-24,Leaf,,,,,0.000495019194,5986.64062,
2,88,25,88-25,Leaf,,,,,0.00154084014,158.06604,
2,88,26,88-26,Leaf,,,,,0.00799627975,483.180267,
2,88,27,88-27,Leaf,,,,,-0.000159230636,7193.95801,
2,88,28,88-28,Leaf,,,,,-0.00755849574,139.562195,
2,88,29,88-29,Leaf,,,,,-0.0,16.7594872,
2,88,30,88-30,Leaf,,,,,0.0140946871,50.1034698,
2,89,0,89-0,recent_margin_quality_weighted_3_minus_race_mean,0.223216027,89-1,89-2,89-1,42.5736275,28522.9844,
2,89,1,89-1,form_class_level_weighted_3,62.5,89-3,89-4,89-3,37.4927139,21754.418,
2,89,2,89-2,jockey_history_top3_excess,0.14005594,89-5,89-6,89-5,33.1931,6768.56738,
2,89,3,89-3,recent_margin_quality_weighted_3_minus_race_mean,-0.172357947,89-7,89-8,89-8,26.8209801,11528.0908,
2,89,4,89-4,good_starts,15.0,89-9,89-10,89-10,23.9269123,10226.3262,
2,89,5,89-5,good_starts,9.0,89-11,89-12,89-12,20.3818626,6426.98779,
2,89,6,89-6,horse_jockey_win_rate_rank,2.0,89-13,89-14,89-13,8.25592041,341.57959,
2,89,7,89-7,trainer_history_top3_excess,0.043660935,89-15,89-16,89-15,18.7549896,736.005676,
2,89,8,89-8,prize_money_rank,2.0,89-17,89-18,89-18,15.4684448,10792.085,
2,89,9,89-9,recent_weighted_avg_margin_rank,9.0,89-19,89-20,89-20,13.782917,7741.68652,
2,89,10,89-10,distance_minus_recent_avg,408.333344,89-21,89-22,89-22,7.82217216,2484.63916,
2,89,11,89-11,prize_money_rank,2.0,89-23,89-24,89-24,21.2319298,4428.34082,
2,89,12,89-12,recent_similar_distance_speed_rank,11.0,89-25,89-26,89-26,18.6690083,1998.64661,
2,89,13,89-13,recent_last600_best_3,35.4300003,89-27,89-28,89-27,5.34446716,281.468475,
2,89,14,89-14,trainer_history_top3_excess,0.115012199,89-29,89-30,89-30,5.70741367,60.1111259,
2,89,15,89-15,Leaf,,,,,-0.00840965193,537.833069,
2,89,16,89-16,Leaf,,,,,0.000511472288,198.172607,
2,89,17,89-17,Leaf,,,,,0.00155993039,1189.11987,
2,89,18,89-18,Leaf,,,,,-0.00145116716,9602.96582,
2,89,19,89-19,Leaf,,,,,0.0017077357,6851.83398,
2,89,20,89-20,Leaf,,,,,-0.00158311741,889.852478,
2,89,21,89-21,Leaf,,,,,-0.00185160374,2332.56958,
2,89,22,89-22,Leaf,,,,,0.00382952741,152.069565,
2,89,23,89-23,Leaf,,,,,0.00724624982,482.303711,
2,89,24,89-24,Leaf,,,,,0.00172349846,3946.03735,
2,89,25,89-25,Leaf,,,,,-3.97151837e-07,1856.39307,
2,89,26,89-26,Leaf,,,,,-0.00910990499,142.25351,
2,89,27,89-27,Leaf,,,,,0.0123287812,244.970642,
2,89,28,89-28,Leaf,,,,,0.00145303574,36.4978256,
2,89,29,89-29,Leaf,,,,,-0.0054168934,33.9251289,
2,89,30,89-30,Leaf,,,,,0.00798423868,26.1859989,
2,90,0,90-0,recent_margin_quality_weighted_3_minus_race_mean,0.08304739,90-1,90-2,90-1,52.0440521,28494.1641,
2,90,1,90-1,jockey_history_top3_excess,-0.0940435454,90-3,90-4,90-4,25.7781124,13134.873,
2,90,2,90-2,jockey_history_top3_excess,0.14005594,90-5,90-6,90-5,20.9670086,15359.291,
2,90,3,90-3,recent_3_margin,4.0,90-7,90-8,90-8,5.44417191,456.676636,
2,90,4,90-4,recent_weighted_avg_margin,11.1000004,90-9,90-10,90-9,19.5798168,12678.1963,
2,90,5,90-5,recent_margin_std_6,2.24269176,90-11,90-12,90-12,20.0369186,14559.874,
2,90,6,90-6,recent_margin_quality_weighted_3_minus_race_mean,0.223216027,90-13,90-14,90-14,14.6975384,799.417175,
2,90,7,90-7,recent_3_margin,3.79999995,90-15,90-16,90-16,7.41768122,216.537018,
2,90,8,90-8,recent_weighted_avg_margin,2.71240592,90-17,90-18,90-17,1.84945297,240.139633,
2,90,9,90-9,jockey_history_top3_excess,0.0635045245,90-19,90-20,90-19,16.2295723,12461.9336,
2,90,10,90-10,jockey_trainer_history_smoothed_top3_rate_gap_to_best,0.0238095224,90-21,90-22,90-22,3.75242805,216.262787,
2,90,11,90-11,good_starts,5.0,90-23,90-24,90-24,24.3177071,7023.15283,
2,90,12,90-12,recent_3_margin,0.899999976,90-25,90-26,90-26,14.9769716,7536.72119,
2,90,13,90-13,hidden_sectional_run_best_3,0.118859418,90-27,90-28,90-27,12.8749037,469.511475,
2,90,14,90-14,recent_weighted_win_rate_rank,6.0,90-29,90-30,90-30,7.60968399,329.905731,
2,90,15,90-15,Leaf,,,,,-0.0052768751,196.732254,
2,90,16,90-16,Leaf,,,,,0.00818875432,19.8047619,
2,90,17,90-17,Leaf,,,,,-0.00158538856,23.0763664,
2,90,18,90-18,Leaf,,,,,-0.01018117,217.063263,
2,90,19,90-19,Leaf,,,,,-0.00130386953,9254.57617,
2,90,20,90-20,Leaf,,,,,0.000756727706,3207.35742,
2,90,21,90-21,Leaf,,,,,-0.0,29.9594193,
2,90,22,90-22,Leaf,,,,,-0.00945717283,186.303375,
2,90,23,90-23,Leaf,,,,,0.00339576346,3140.50146,
2,90,24,90-24,Leaf,,,,,0.000436190749,3882.65161,
2,90,25,90-25,Leaf,,,,,-0.00246686046,1350.42615,
2,90,26,90-26,Leaf,,,,,0.000429753592,6186.29541,
2,90,27,90-27,Leaf,,,,,0.00713716587,177.202118,
2,90,28,90-28,Leaf,,,,,-0.00121333206,292.309357,
2,90,29,90-29,Leaf,,,,,0.00982593372,312.473297,
2,90,30,90-30,Leaf,,,,,-0.00481557241,17.4324169,
2,91,0,91-0,recent_finish_percentile_weighted_3_minus_race_mean,0.0178551674,91-1,91-2,91-1,49.6964531,28400.2227,
2,91,1,91-1,trainer_history_top3_excess,-0.0102040814,91-3,91-4,91-3,27.7180634,8670.11426,
2,91,2,91-2,trainer_history_top3_excess,0.079690367,91-5,91-6,91-5,25.7376022,19730.1074,
2,91,3,91-3,best_finish_percentile_at_stronger_class,0.727272749,91-7,91-8,91-7,19.4579697,3176.16455,
2,91,4,91-4,jockey_history_top3_excess,-0.0613810904,91-9,91-10,91-9,12.4939528,5493.94971,
2,91,5,91-5,recent_similar_distance_speed_rank,7.0,91-11,91-12,91-12,18.2727261,15285.2324,
2,91,6,91-6,jockey_history_top3_excess,0.152532846,91-13,91-14,91-14,18.2344589,4444.875,
2,91,7,91-7,jockey_history_top3_excess,0.0645141155,91-15,91-16,91-15,13.5103989,1880.06763,
2,91,8,91-8,recent_finish_percentile_rank,3.0,91-17,91-18,91-18,8.33024979,1296.09692,
2,91,9,91-9,form_class_level_weighted_3,62.3333321,91-19,91-20,91-20,9.70954227,391.161652,
2,91,10,91-10,best_finish_percentile_at_stronger_class,0.444444448,91-21,91-22,91-21,6.99427605,5102.78809,
2,91,11,91-11,historical_market_overperformance_slope_3,-0.072839506,91-23,91-24,91-23,16.3292789,10578.6182,
2,91,12,91-12,prize_money_rank,2.0,91-25,91-26,91-26,11.4171753,4706.61426,
2,91,13,91-13,prize_money_rank,2.0,91-27,91-28,91-28,13.38204,4089.59302,
2,91,14,91-14,recent_weighted_avg_margin,2.45370197,91-29,91-30,91-30,5.41043854,355.282135,
2,91,15,91-15,Leaf,,,,,-0.00600359263,1561.55505,
2,91,16,91-16,Leaf,,,,,-0.000325378816,318.512482,
2,91,17,91-17,Leaf,,,,,0.00559637602,98.004425,
2,91,18,91-18,Leaf,,,,,-0.00164892885,1198.09241,
2,91,19,91-19,Leaf,,,,,-0.00930197164,159.74118,
2,91,20,91-20,Leaf,,,,,-0.00132237619,231.420486,
2,91,21,91-21,Leaf,,,,,-0.00129827601,2032.01904,
2,91,22,91-22,Leaf,,,,,0.000588050694,3070.76904,
2,91,23,91-23,Leaf,,,,,0.00208633114,3819.06348,
2,91,24,91-24,Leaf,,,,,4.19628996e-05,6759.55469,
2,91,25,91-25,Leaf,,,,,0.00280630752,417.873322,
2,91,26,91-26,Leaf,,,,,-0.00147535687,4288.74072,
2,91,27,91-27,Leaf,,,,,0.00579006225,474.437653,
2,91,28,91-28,Leaf,,,,,0.00135053461,3615.15552,
2,91,29,91-29,Leaf,,,,,0.00993962027,232.617874,
2,91,30,91-30,Leaf,,,,,0.00306173228,122.664261,
2,92,0,92-0,trainer_history_top3_excess,0.0161253326,92-1,92-2,92-1,41.3609047,28399.8047,
2,92,1,92-1,best_finish_percentile_at_stronger_class,0.6875,92-3,92-4,92-3,38.0241623,12376.7607,
2,92,2,92-2,recent_finish_percentile_weighted_6_rank_in_race,3.0,92-5,92-6,92-6,28.1548309,16023.0439,
2,92,3,92-3,form_class_level_weighted_3,77.5,92-7,92-8,92-7,27.301506,5475.23291,
2,92,4,92-4,good_starts,11.0,92-9,92-10,92-10,19.0960999,6901.52734,
2,92,5,92-5,recent_3_distance_m,1180.0,92-11,92-12,92-12,21.6043777,6651.52295,
2,92,6,92-6,form_class_level_weighted_3,59.0,92-13,92-14,92-13,15.8421612,9371.52051,
2,92,7,92-7,form_class_level_weighted_3,52.6666679,92-15,92-16,92-16,14.4469604,4348.38965,
2,92,8,92-8,good_starts,10.0,92-17,92-18,92-18,12.8829489,1126.84338,
2,92,9,92-9,trainer_history_top3_excess,-0.0102040814,92-19,92-20,92-19,11.6928835,4366.62012,
2,92,10,92-10,current_weight_change_pct,0.0270270277,92-21,92-22,92-21,12.2861614,2534.90747,
2,92,11,92-11,horse_jockey_win_rate_rank,2.0,92-23,92-24,92-23,19.6541328,2226.10107,
2,92,12,92-12,recent_finish_percentile_weighted_3_minus_race_mean,0.0933456421,92-25,92-26,92-25,12.6576338,4425.42188,
2,92,13,92-13,best_finish_percentile_at_stronger_class,0.0833333358,92-27,92-28,92-28,9.25438786,3570.78662,
2,92,14,92-14,good_starts,9.0,92-29,92-30,92-30,16.6007595,5800.73389,
2,92,15,92-15,Leaf,,,,,-0.00582756009,1196.80334,
2,92,16,92-16,Leaf,,,,,-0.00258305087,3151.58643,
2,92,17,92-17,Leaf,,,,,0.00320693478,633.448486,
2,92,18,92-18,Leaf,,,,,-0.00213131099,493.394806,
2,92,19,92-19,Leaf,,,,,0.000267535914,2889.51025,
2,92,20,92-20,Leaf,,,,,0.00299965288,1477.10974,
2,92,21,92-21,Leaf,,,,,-0.00313705183,1357.93994,
2,92,22,92-22,Leaf,,,,,0.000339915248,1176.96753,
2,92,23,92-23,Leaf,,,,,0.00534942141,1751.82361,
2,92,24,92-24,Leaf,,,,,-0.000364573643,474.277588,
2,92,25,92-25,Leaf,,,,,-0.00368697569,309.032684,
2,92,26,92-26,Leaf,,,,,0.00148108543,4116.38916,
2,92,27,92-27,Leaf,,,,,-0.0114551736,45.5386238,
2,92,28,92-28,Leaf,,,,,-0.00114071625,3525.24805,
2,92,29,92-29,Leaf,,,,,0.0020082274,3208.85229,
2,92,30,92-30,Leaf,,,,,-0.000676646247,2591.88159,
2,93,0,93-0,recent_margin_quality_weighted_3_minus_race_mean,0.223216027,93-1,93-2,93-1,46.9246597,28214.502,
2,93,1,93-1,recent_finish_percentile_weighted_3_minus_race_mean,-0.161171913,93-3,93-4,93-4,28.8601093,21555.9805,
2,93,2,93-2,jockey_history_top3_excess,0.118049055,93-5,93-6,93-5,29.5753975,6658.52148,
2,93,3,93-3,jockey_history_top3_excess,-0.0152178463,93-7,93-8,93-7,13.2023087,2323.45776,
2,93,4,93-4,recent_last600_best_3,34.3800011,93-9,93-10,93-10,22.5249081,19232.5234,
2,93,5,93-5,historical_market_overperformance_slope_3,-0.0227272734,93-11,93-12,93-12,18.0483475,6125.14746,
2,93,6,93-6,recent_5_weight_kg,57.0,93-13,93-14,93-13,8.9457016,533.373779,
2,93,7,93-7,recent_weighted_avg_margin,4.85575819,93-15,93-16,93-16,9.8835907,784.727051,
2,93,8,93-8,recent_margin_std_6,1.00282931,93-17,93-18,93-17,7.54094696,1538.73071,
2,93,9,93-9,best_finish_percentile_at_equal_or_higher_weight,0.916666687,93-19,93-20,93-19,14.1527815,6668.10498,
2,93,10,93-10,jockey_history_top3_excess,-0.0820144638,93-21,93-22,93-22,14.046751,12564.417,
2,93,11,93-11,best_finish_percentile_at_stronger_class,0.222222224,93-23,93-24,93-23,14.5873528,1838.5033,
2,93,12,93-12,recent_last600_best_3,34.8899994,93-25,93-26,93-26,27.4682369,4286.64453,
2,93,13,93-13,best_finish_percentile_at_stronger_class,1.0,93-27,93-28,93-27,7.47706223,363.56842,
2,93,14,93-14,current_weight_change_pct,-0.0423728824,93-29,93-30,93-29,10.9838724,169.805359,
2,93,15,93-15,Leaf,,,,,-0.00211132015,293.959137,
2,93,16,93-16,Leaf,,,,,-0.00801356882,490.767914,
2,93,17,93-17,Leaf,,,,,0.00459278654,95.8089142,
2,93,18,93-18,Leaf,,,,,-0.00232841168,1442.92175,
2,93,19,93-19,Leaf,,,,,0.00155713328,4951.10596,
2,93,20,93-20,Leaf,,,,,-0.00107009045,1716.99939,
2,93,21,93-21,Leaf,,,,,-0.00446151895,653.104675,
2,93,22,93-22,Leaf,,,,,-0.00071884389,11911.3125,
2,93,23,93-23,Leaf,,,,,-0.000286234164,498.222504,
2,93,24,93-24,Leaf,,,,,0.00470185047,1340.28088,
2,93,25,93-25,Leaf,,,,,0.00255125505,1977.26404,
2,93,26,93-26,Leaf,,,,,-0.00145343074,2309.38037,
2,93,27,93-27,Leaf,,,,,0.0104700541,341.349792,
2,93,28,93-28,Leaf,,,,,-0.00311562838,22.2186375,
2,93,29,93-29,Leaf,,,,,0.012158948,41.705204,
2,93,30,93-30,Leaf,,,,,-0.0013752504,128.100159,
2,94,0,94-0,recent_finish_percentile_weighted_3_minus_race_mean,-0.0291158259,94-1,94-2,94-1,38.138237,28176.8125,
2,94,1,94-1,form_class_level_weighted_3,64.0,94-3,94-4,94-3,28.8302116,6661.91357,
2,94,2,94-2,good_starts,9.0,94-5,94-6,94-6,34.2485466,21514.8984,
2,94,3,94-3,best_finish_percentile_at_stronger_class,0.391304344,94-7,94-8,94-8,13.6501999,3308.50659,
2,94,4,94-4,historical_market_overperformance_slope_3,0.24545455,94-9,94-10,94-9,12.0681114,3353.40698,
2,94,5,94-5,recent_last600_best_3,35.1699982,94-11,94-12,94-12,28.9437103,14096.3096,
2,94,6,94-6,jockey_history_starts,7.0,94-13,94-14,94-14,17.5577621,7418.58936,
2,94,7,94-7,historical_market_overperformance_slope_3,0.218562141,94-15,94-16,94-15,3.86370468,519.98645,
2,94,8,94-8,jockey_history_starts,169.0,94-17,94-18,94-17,12.3659286,2788.52002,
2,94,9,94-9,recent_last600_best_3,32.9500008,94-19,94-20,94-20,10.2856674,3025.88574,
2,94,10,94-10,recent_similar_distance_speed_rank,8.0,94-21,94-22,94-21,10.3411074,327.52121,
2,94,11,94-11,recent_finish_percentile_weighted_3_minus_race_mean,0.25761807,94-23,94-24,94-24,33.9986877,8119.34521,
2,94,12,94-12,distance_minus_recent_avg,-326.666656,94-25,94-26,94-26,14.2882671,5976.96387,
2,94,13,94-13,form_class_level_weighted_3,60.5,94-27,94-28,94-27,8.72674179,366.557373,
2,94,14,94-14,hidden_sectional_run_best_3_gap_to_best,0.242840156,94-29,94-30,94-29,13.1655579,7052.03223,
2,94,15,94-15,Leaf,,,,,-0.00753447181,481.600189,
2,94,16,94-16,Leaf,,,,,0.000440912758,38.3862686,
2,94,17,94-17,Leaf,,,,,-0.00337927463,2203.43311,
2,94,18,94-18,Leaf,,,,,0.000688592845,585.086914,
2,94,19,94-19,Leaf,,,,,-0.00940133166,68.2063065,
2,94,20,94-20,Leaf,,,,,-0.000210794271,2957.67944,
2,94,21,94-21,Leaf,,,,,0.00637032976,279.59613,
2,94,22,94-22,Leaf,,,,,-0.00532957772,47.9250717,
2,94,23,94-23,Leaf,,,,,0.00126037665,5856.66553,
2,94,24,94-24,Leaf,,,,,0.00486878678,2262.67969,
2,94,25,94-25,Leaf,,,,,-0.00929007679,92.1491089,
2,94,26,94-26,Leaf,,,,,0.000140478223,5884.81494,
2,94,27,94-27,Leaf,,,,,-0.0109406328,134.330582,
2,94,28,94-28,Leaf,,,,,-0.00287372968,232.226791,
2,94,29,94-29,Leaf,,,,,1.77552993e-05,5677.71973,
2,94,30,94-30,Leaf,,,,,-0.00270022172,1374.31226,
2,95,0,95-0,recent_weighted_avg_margin,5.43299103,95-1,95-2,95-2,34.2866135,28012.9414,
2,95,1,95-1,jockey_history_top3_excess,0.0957900435,95-3,95-4,95-3,22.2651215,23911.6738,
2,95,2,95-2,jockey_history_starts,132.0,95-5,95-6,95-5,25.2766037,4101.2666,
2,95,3,95-3,best_finish_percentile_at_stronger_class,0.666666687,95-7,95-8,95-7,24.5988636,20652.8359,
2,95,4,95-4,recent_finish_percentile_weighted_3_minus_race_mean,0.2504296,95-9,95-10,95-9,26.6091862,3258.83789,
2,95,5,95-5,form_class_level_weighted_3,55.3333321,95-11,95-12,95-12,15.7524376,2896.19067,
2,95,6,95-6,recent_weighted_avg_margin,10.5033064,95-13,95-14,95-13,11.6653767,1205.07581,
2,95,7,95-7,form_class_level_weighted_3,64.0,95-15,95-16,95-15,19.7469025,8454.94727,
2,95,8,95-8,good_wins,4.0,95-17,95-18,95-18,13.2509594,12197.8896,
2,95,9,95-9,recent_5_weight_kg,55.0,95-19,95-20,95-20,11.8895264,2454.33032,
2,95,10,95-10,recent_finish_percentile_weighted_6_rank_in_race,3.0,95-21,95-22,95-22,14.2116203,804.50769,
2,95,11,95-11,best_finish_percentile_at_stronger_class,0.888888896,95-23,95-24,95-23,9.14602661,1024.62451,
2,95,12,95-12,jockey_history_top3_excess,-0.069263272,95-25,95-26,95-25,11.2501087,1871.56616,
2,95,13,95-13,best_finish_percentile_at_stronger_class,0.899999976,95-27,95-28,95-27,8.66914463,1134.09546,
2,95,14,95-14,recent_similar_distance_speed_rank,4.0,95-29,95-30,95-30,4.30012703,70.9803009,
2,95,15,95-15,Leaf,,,,,-0.00223667081,4489.24756,
2,95,16,95-16,Leaf,,,,,0.000181308875,3965.69971,
2,95,17,95-17,Leaf,,,,,0.000891825126,11242.5947,
2,95,18,95-18,Leaf,,,,,-0.00215960364,955.294617,
2,95,19,95-19,Leaf,,,,,-0.00539334444,167.122879,
2,95,20,95-20,Leaf,,,,,0.00132734561,2287.20728,
2,95,21,95-21,Leaf,,,,,0.00724273315,714.655945,
2,95,22,95-22,Leaf,,,,,-0.00298006041,89.8517303,
2,95,23,95-23,Leaf,,,,,-0.00692461571,881.501404,
2,95,24,95-24,Leaf,,,,,-6.7326102e-05,143.123123,
2,95,25,95-25,Leaf,,,,,-0.00684656901,259.778381,
2,95,26,95-26,Leaf,,,,,-0.00130547723,1611.78772,
2,95,27,95-27,Leaf,,,,,0.000447935163,949.191589,
2,95,28,95-28,Leaf,,,,,0.00625194563,184.903931,
2,95,29,95-29,Leaf,,,,,-0.00039594961,29.4833202,
2,95,30,95-30,Leaf,,,,,-0.012737276,41.4969826,
2,96,0,96-0,recent_margin_quality_weighted_3_minus_race_mean,-0.0298166573,96-1,96-2,96-1,39.0240974,28339.5781,
2,96,1,96-1,jockey_recent_top3_excess,0.0315732285,96-3,96-4,96-4,17.1230488,6753.2583,
2,96,2,96-2,prize_money_rank,2.0,96-5,96-6,96-6,23.9995251,21586.3203,
2,96,3,96-3,best_finish_percentile_at_stronger_class,0.727272749,96-7,96-8,96-8,12.6573982,3827.35083,
2,96,4,96-4,current_weight_change_pct,0.0625,96-9,96-10,96-9,13.104887,2925.90747,
2,96,5,96-5,jockey_history_starts,196.0,96-11,96-12,96-11,12.2628593,2681.87402,
2,96,6,96-6,recent_last600_best_3,35.3699989,96-13,96-14,96-14,21.081831,18904.4473,
2,96,7,96-7,horse_jockey_win_rate_rank,5.0,96-15,96-16,96-16,9.50794983,1344.58679,
2,96,8,96-8,recent_3_margin,7.69999981,96-17,96-18,96-17,7.90229225,2482.76392,
2,96,9,96-9,jockey_history_starts,61.0,96-19,96-20,96-20,15.6409807,2499.11621,
2,96,10,96-10,recent_last600_best_3,34.5600014,96-21,96-22,96-21,11.7605295,426.791321,
2,96,11,96-11,best_finish_percentile_at_equal_or_higher_weight,0.631578922,96-23,96-24,96-24,11.3023148,2275.37183,
2,96,12,96-12,horse_jockey_win_rate_rank,3.0,96-25,96-26,96-25,7.98221588,406.502228,
2,96,13,96-13,good_wins,3.0,96-27,96-28,96-28,16.7468834,11653.0947,
2,96,14,96-14,best_finish_percentile_at_stronger_class,0.9375,96-29,96-30,96-30,17.7138176,7251.35205,
2,96,15,96-15,Leaf,,,,,-0.00732560921,486.813477,
2,96,16,96-16,Leaf,,,,,-0.00289427233,857.773376,
2,96,17,96-17,Leaf,,,,,-0.000921124883,2115.13623,
2,96,18,96-18,Leaf,,,,,-0.00486247195,367.627869,
2,96,19,96-19,Leaf,,,,,-0.00372726144,757.601379,
2,96,20,96-20,Leaf,,,,,0.000551697798,1741.51489,
2,96,21,96-21,Leaf,,,,,0.00701080356,270.445404,
2,96,22,96-22,Leaf,,,,,-0.00143831398,156.345901,
2,96,23,96-23,Leaf,,,,,-0.00282108807,245.466736,
2,96,24,96-24,Leaf,,,,,0.00276449532,2029.90503,
2,96,25,96-25,Leaf,,,,,0.00804541539,363.102234,
2,96,26,96-26,Leaf,,,,,-0.00266965642,43.4000053,
2,96,27,96-27,Leaf,,,,,0.0014436096,9724.72852,
2,96,28,96-28,Leaf,,,,,-0.00110071036,1928.36621,
2,96,29,96-29,Leaf,,,,,0.000288874086,4437.65039,
2,96,30,96-30,Leaf,,,,,-0.00224248227,2813.70142,
2,97,0,97-0,trainer_history_top3_excess,0.0335261971,97-1,97-2,97-1,43.0651932,28042.9121,
2,97,1,97-1,recent_finish_percentile_rank,8.0,97-3,97-4,97-4,35.2251511,14914.9668,
2,97,2,97-2,recent_margin_quality_weighted_3_minus_race_mean,0.223216027,97-5,97-6,97-5,24.4681892,13127.9463,
