feature,fold,validation_start,validation_end,training_races,validation_races,coverage,alpha,market_composite,adjusted_composite,composite_delta,top3_recall,ndcg3,pairwise_ranking_accuracy
field_size,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,1.0,0.0,0.6118636575634334,0.6118636575634334,0.0,0.554,0.5834194129859119,0.7560352172678216
field_size,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,1.0,0.0,0.6091878200109806,0.6091878200109806,0.0,0.5573333333333333,0.5783241319725009,0.7437604814047548
field_size,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,1.0,0.0,0.6168040043789969,0.6168040043789969,0.0,0.5586666666666666,0.5869946575751156,0.7628880266075388
field_size,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,1.0,0.0,0.6051414175132467,0.6051414175132467,0.0,0.552,0.5729830807672721,0.7435825892857143
field_size,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,1.0,0.0,0.6023206162626358,0.6023206162626358,0.0,0.5486666666666666,0.5798219067390951,0.732127224978115
field_size,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,1.0,0.0,0.6080218701209745,0.6080218701209745,0.0,0.5533333333333333,0.5777212833007996,0.7476995305164319
field_size,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,1.0,0.0,0.619182764327878,0.619182764327878,0.0,0.5673333333333334,0.5901344619037528,0.7519299287410927
active_field_size,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,1.0,0.0,0.6300278256990635,0.6300278256990635,0.0,0.578,0.6057097064929563,0.7584015963032976
active_field_size,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,1.0,0.0,0.6261517043389135,0.6261517043389135,0.0,0.576,0.6014861979587514,0.751120619396903
active_field_size,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,1.0,0.0,0.6280889408128764,0.6280889408128764,0.0,0.5706666666666667,0.6031959044517073,0.7678265254664649
active_field_size,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,1.0,0.0,0.6112771681162608,0.6112771681162608,0.0,0.5546666666666666,0.5856322366703473,0.7501431024613623
active_field_size,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,1.0,0.0,0.5991614550260691,0.5991614550260691,0.0,0.5393333333333333,0.567564559739434,0.7504145936981758
active_field_size,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,1.0,0.0,0.6118636575634334,0.6118636575634334,0.0,0.554,0.5834194129859119,0.7560352172678216
active_field_size,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,1.0,0.0,0.6091878200109806,0.6091878200109806,0.0,0.5573333333333333,0.5783241319725009,0.7437604814047548
active_field_size,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,1.0,0.0,0.6168040043789969,0.6168040043789969,0.0,0.5586666666666666,0.5869946575751156,0.7628880266075388
active_field_size,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,1.0,0.0,0.6051414175132467,0.6051414175132467,0.0,0.552,0.5729830807672721,0.7435825892857143
active_field_size,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,1.0,0.0,0.6023206162626358,0.6023206162626358,0.0,0.5486666666666666,0.5798219067390951,0.732127224978115
active_field_size,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,1.0,0.0,0.6080218701209745,0.6080218701209745,0.0,0.5533333333333333,0.5777212833007996,0.7476995305164319
active_field_size,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,1.0,0.0,0.619182764327878,0.619182764327878,0.0,0.5673333333333334,0.5901344619037528,0.7519299287410927
draw_number,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,1.0,-0.06401611592876084,0.6300278256990635,0.629454150620838,-0.0005736750782254774,0.5766666666666667,0.6056090830546605,0.7588741860953582
draw_number,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,1.0,-0.06514820357262603,0.6261517043389135,0.6264786511791606,0.00032694684024703324,0.576,0.6018771149040912,0.7520374898125509
draw_number,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,1.0,-0.054020935147118754,0.6280889408128764,0.6286042813505954,0.0005153405377190667,0.5713333333333334,0.6033187895476161,0.7684316691880988
draw_number,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,1.0,-0.05182722115302297,0.6112771681162608,0.6105791016465525,-0.0006980664697082695,0.5533333333333333,0.5848388259718236,0.7508109139477199
draw_number,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,1.0,-0.05913110435005985,0.5991614550260691,0.5976571773843814,-0.0015042776416877013,0.5373333333333333,0.5649946575751155,0.7509673852957435
draw_number,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,1.0,-0.06769241514608425,0.6118636575634334,0.6101028683050629,-0.001760789258370532,0.5506666666666666,0.5823802320955708,0.7566979077913472
draw_number,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,1.0,-0.06263380514695817,0.6091878200109806,0.6108980100192899,0.001710190008309298,0.5593333333333333,0.5810169192327284,0.7439084541777646
draw_number,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,1.0,-0.06396407008607445,0.6168040043789969,0.6164997508640764,-0.0003042535149204717,0.558,0.5869723959175026,0.7630266075388027
draw_number,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,1.0,-0.06396506576737049,0.6051414175132467,0.6054394037956913,0.0002979862824445956,0.552,0.5742680318494315,0.7434895833333334
draw_number,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,1.0,-0.06501849238856984,0.6023206162626358,0.6049505338074272,0.0026299175447914713,0.552,0.5832858430402333,0.7325162921894758
draw_number,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,1.0,-0.06160484776088296,0.6080218701209745,0.6069327706640665,-0.0010890994569080492,0.552,0.5767827258487541,0.7469483568075117
draw_number,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,1.0,-0.0631838972517788,0.619182764327878,0.6166577439583016,-0.0025250203695763584,0.564,0.587542298081821,0.7510886777513855
weight_kg,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,1.0,0.0685525870483972,0.6300278256990635,0.6301197181586308,9.189245956731096e-05,0.578,0.6057097064929563,0.7587691661415669
weight_kg,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,1.0,0.06592970361134029,0.6261517043389135,0.6259048003053297,-0.00024690403358385016,0.5753333333333334,0.6010169192327286,0.7519356153219234
weight_kg,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,1.0,0.06917882767608888,0.6280889408128764,0.6281645837780806,7.564296520423675e-05,0.5706666666666667,0.6031959044517073,0.7681290973272819
weight_kg,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,1.0,0.07437167669830395,0.6112771681162608,0.6114679713980772,0.0001908032818164207,0.5546666666666666,0.5856322366703473,0.7509063155886281
weight_kg,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,1.0,0.07252591012027317,0.5991614550260691,0.5991499385344532,-1.1516491615903846e-05,0.5393333333333333,0.567564559739434,0.7503685277317118
weight_kg,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,1.0,0.06288226268278173,0.6118636575634334,0.6113301682331537,-0.0005334893302797461,0.5533333333333333,0.5829501342598891,0.7557038720060589
weight_kg,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,1.0,0.06314517742464425,0.6091878200109806,0.6092124821398156,2.4662128835006847e-05,0.5573333333333333,0.5783241319725009,0.7438591299200947
weight_kg,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,1.0,0.06051453357638428,0.6168040043789969,0.6164533631037672,-0.00035064127522965727,0.558,0.586648263945002,0.7631651884700665
weight_kg,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,1.0,0.06548169867786817,0.6051414175132467,0.6050367858168181,-0.00010463169642860315,0.552,0.5729830807672721,0.7431640625
weight_kg,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,1.0,0.06676900884687166,0.6023206162626358,0.6022598245108607,-6.079175177509111e-05,0.5486666666666666,0.5798219067390951,0.7318840579710145
weight_kg,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,1.0,0.0646515268613143,0.6080218701209745,0.6080218701209745,0.0,0.5533333333333333,0.5777212833007996,0.7476995305164319
weight_kg,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,1.0,0.06889185041405783,0.619182764327878,0.6190837926641476,-9.897166373040722e-05,0.5673333333333334,0.5904808555338665,0.751187648456057
age,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,1.0,-0.07358813236939049,0.6300278256990635,0.626928846686961,-0.003098979012102432,0.5733333333333334,0.6038548532464786,0.7571938668346986
age,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,1.0,-0.06812890217000402,0.6261517043389135,0.6254699052444517,-0.0006817990944618657,0.5746666666666667,0.6009162957944328,0.7516299918500408
age,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,1.0,-0.07815325978474395,0.6280889408128764,0.627074170335392,-0.001014770477484328,0.5693333333333334,0.6022573469996618,0.7673726676752395
age,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,1.0,-0.08372579762896504,0.6112771681162608,0.6116531479286847,0.0003759798124239877,0.5553333333333333,0.585755121766256,0.7501908032818164
age,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,1.0,-0.086694433392097,0.5991614550260691,0.6002026642796678,0.0010412092535987405,0.5406666666666666,0.5682796086572747,0.7511977151280634
age,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,1.0,-0.10144670284045015,0.6118636575634334,0.6116532093260091,-0.00021044823742433216,0.5533333333333333,0.5839109533695478,0.7560352172678216
age,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,1.0,-0.10143165742377772,0.6091878200109806,0.6073356709198217,-0.0018521490911589389,0.5546666666666666,0.5766927872602278,0.7433165630857256
age,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,1.0,-0.0982310644262545,0.6168040043789969,0.6145992863235075,-0.0022047180554893853,0.556,0.5845253788490928,0.7618717664449371
age,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,1.0,-0.09393920073272527,0.6051414175132467,0.6052122342185617,7.081670531505768e-05,0.552,0.5734523594932949,0.7433965773809523
age,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,1.0,-0.08995264547942565,0.6023206162626358,0.6012798146019648,-0.001040801660670998,0.5473333333333333,0.5790062343829588,0.7314463573582336
age,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,1.0,-0.08638767885995649,0.6080218701209745,0.609198643406186,0.0011767732852114854,0.5546666666666666,0.5791513811364812,0.7483098591549295
age,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,1.0,-0.08819731413652493,0.619182764327878,0.6209414574083607,0.0017586930804827094,0.57,0.5916874448353431,0.7520783847980997
speed_rating,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,0.9907263446112357,0.08434888504812069,0.6300278256990635,0.6308653539555619,0.0008375282564984099,0.5786666666666667,0.6074639363011385,0.7586641461877757
speed_rating,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,0.9907263446112357,0.08886501108154925,0.6261517043389135,0.6242674337602665,-0.0018842705786470404,0.5733333333333334,0.5994861979587512,0.7509168704156479
speed_rating,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,0.9907263446112357,0.08864604144265033,0.6280889408128764,0.6254514606259653,-0.002637480186911012,0.5673333333333334,0.5994639363011383,0.7676752395360564
speed_rating,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,0.9907263446112357,0.08841094123306184,0.6112771681162608,0.6117467330472062,0.00046956493094540974,0.5553333333333333,0.5855093515744381,0.7508109139477199
speed_rating,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,0.9907263446112357,0.09430109168821113,0.5991614550260691,0.5967349931368171,-0.0024264618892519962,0.536,0.5645253788490927,0.7504145936981758
speed_rating,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,0.9907263446112357,0.0866401446856401,0.6118636575634334,0.6112616719299193,-0.0006019856335141016,0.5533333333333333,0.5825814789721625,0.7557985420808483
speed_rating,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,0.9907263446112357,0.09208510150976064,0.6091878200109806,0.6076449040375322,-0.0015429159734483555,0.5553333333333333,0.5773855745204554,0.7425273749630068
speed_rating,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,0.9907263446112357,0.08527793542653116,0.6168040043789969,0.6160050219412252,-0.0007989824377716559,0.5573333333333333,0.5852181661093204,0.7641352549889135
speed_rating,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,0.9907263446112357,0.08840541852454217,0.6051414175132467,0.60747084459658,0.0023294270833332797,0.5553333333333333,0.5749830807672721,0.7442336309523809
speed_rating,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,0.9907263446112357,0.08957240743408257,0.6023206162626358,0.6036355122474701,0.0013148959848343633,0.55,0.582268923807505,0.7322731251823753
speed_rating,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,0.9907263446112357,0.08679489644057362,0.6080218701209745,0.6071780716955049,-0.0008437984254696662,0.552,0.5775761365472776,0.7471361502347418
speed_rating,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,0.9907263446112357,0.08273082323042157,0.619182764327878,0.6200409767864359,0.0008582124585578832,0.5686666666666667,0.5912965278900031,0.7515340459224069
dry_rating,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,0.9989267876553062,0.24395571483973533,0.6300278256990635,0.6279863010492619,-0.0020415246498015627,0.576,0.6040115768078439,0.755933627389204
dry_rating,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,0.9989267876553062,0.2424297724737188,0.6261517043389135,0.6253947636511819,-0.0007569406877316887,0.576,0.5980000000000003,0.751579054604727
dry_rating,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,0.9989267876553062,0.2421461417697263,0.6280889408128764,0.6265258100191355,-0.001563130793740819,0.57,0.6012520045747771,0.764851235501765
dry_rating,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,0.9989267876553062,0.24040925742101307,0.6112771681162608,0.6098527476175126,-0.0014244204987481357,0.5546666666666666,0.5809839727253454,0.7490936844113719
dry_rating,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,0.9989267876553062,0.2318472157693516,0.5991614550260691,0.5958186601507633,-0.0033427948753057546,0.5373333333333333,0.561832591588865,0.7467753823475216
dry_rating,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,0.9989267876553062,0.21793010242556374,0.6118636575634334,0.6089439398736249,-0.0029197176898084765,0.5506666666666666,0.5807266257256842,0.7537158004354824
dry_rating,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,0.9989267876553062,0.21917919509520248,0.6091878200109806,0.6063613122834213,-0.0028265077275593242,0.5546666666666666,0.5749162957944327,0.7411956200059189
dry_rating,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,0.9989267876553062,0.21697953075211926,0.6168040043789969,0.6135171003286267,-0.003286904050370132,0.5546666666666666,0.5841567235613658,0.7605783444198079
dry_rating,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,0.9989267876553062,0.2201017092607396,0.6051414175132467,0.6058952750097253,0.0007538574964786049,0.5526666666666666,0.5750837042055676,0.7431640625
dry_rating,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,0.9989267876553062,0.21608539562968848,0.6023206162626358,0.5993260914627176,-0.00299452479991813,0.546,0.5765814789721623,0.7287228868787083
dry_rating,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,0.9989267876553062,0.20961937034300698,0.6080218701209745,0.6059232785716788,-0.002098591549295703,0.5513333333333333,0.5757212833007996,0.7453051643192489
dry_rating,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,0.9989267876553062,0.20645883192838055,0.619182764327878,0.6176762303432516,-0.0015065339846264125,0.5646666666666667,0.5908272491639801,0.7505443388756928
wet_rating,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,0.9989267876553062,0.24395571483973533,0.6300278256990635,0.6279863010492619,-0.0020415246498015627,0.576,0.6040115768078439,0.755933627389204
wet_rating,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,0.9989267876553062,0.2424297724737188,0.6261517043389135,0.6253947636511819,-0.0007569406877316887,0.576,0.5980000000000003,0.751579054604727
wet_rating,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,0.9989267876553062,0.2421461417697263,0.6280889408128764,0.6265258100191355,-0.001563130793740819,0.57,0.6012520045747771,0.764851235501765
wet_rating,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,0.9989267876553062,0.24040925742101307,0.6112771681162608,0.6098527476175126,-0.0014244204987481357,0.5546666666666666,0.5809839727253454,0.7490936844113719
wet_rating,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,0.9989267876553062,0.2318472157693516,0.5991614550260691,0.5958186601507633,-0.0033427948753057546,0.5373333333333333,0.561832591588865,0.7467753823475216
wet_rating,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,0.9989267876553062,0.21793010242556374,0.6118636575634334,0.6089439398736249,-0.0029197176898084765,0.5506666666666666,0.5807266257256842,0.7537158004354824
wet_rating,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,0.9989267876553062,0.21917919509520248,0.6091878200109806,0.6063613122834213,-0.0028265077275593242,0.5546666666666666,0.5749162957944327,0.7411956200059189
wet_rating,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,0.9989267876553062,0.21697953075211926,0.6168040043789969,0.6135171003286267,-0.003286904050370132,0.5546666666666666,0.5841567235613658,0.7605783444198079
wet_rating,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,0.9989267876553062,0.2201017092607396,0.6051414175132467,0.6058952750097253,0.0007538574964786049,0.5526666666666666,0.5750837042055676,0.7431640625
wet_rating,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,0.9989267876553062,0.21608539562968848,0.6023206162626358,0.5993260914627176,-0.00299452479991813,0.546,0.5765814789721623,0.7287228868787083
wet_rating,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,0.9989267876553062,0.20961937034300698,0.6080218701209745,0.6059232785716788,-0.002098591549295703,0.5513333333333333,0.5757212833007996,0.7453051643192489
wet_rating,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,0.9989267876553062,0.20645883192838055,0.619182764327878,0.6176762303432516,-0.0015065339846264125,0.5646666666666667,0.5908272491639801,0.7505443388756928
win_percentage,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,0.9989267876553062,0.09299209836689784,0.6300278256990635,0.6286915335389165,-0.001336292160146968,0.576,0.6049946575751157,0.7577714765805503
win_percentage,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,0.9989267876553062,0.09673928600552213,0.6261517043389135,0.6241099948991706,-0.0020417094397429114,0.5733333333333334,0.5991620659862505,0.7506112469437652
win_percentage,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,0.9989267876553062,0.09225572781309797,0.6280889408128764,0.6264596242292771,-0.0016293165835992163,0.5686666666666667,0.6017880682736391,0.7667170953101362
win_percentage,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,0.9989267876553062,0.09301587118645589,0.6112771681162608,0.6088524682389583,-0.0024246998773024275,0.5506666666666666,0.5834087281361424,0.7506678114863575
win_percentage,5,2026-05-01T05:26:00+00:00,2026-05-14T06:40:00+00:00,3410,500,0.9989267876553062,0.08435976608261561,0.5991614550260691,0.5980699021643187,-0.0010915528617504444,0.538,0.5662796086572747,0.75
win_percentage,6,2026-05-14T06:52:00+00:00,2026-05-23T05:39:00+00:00,3910,500,0.9989267876553062,0.08237101527280882,0.6118636575634334,0.6125510389432399,0.0006873813798065065,0.554,0.5847488873832976,0.757455268389662
win_percentage,7,2026-05-23T05:41:00+00:00,2026-06-03T05:24:00+00:00,4410,500,0.9989267876553062,0.08048665702934008,0.6091878200109806,0.6079657926689928,-0.0012220273419878414,0.5553333333333333,0.5777319681505693,0.7434645358587353
win_percentage,8,2026-06-03T05:32:00+00:00,2026-06-13T04:10:01+00:00,4910,500,0.9989267876553062,0.07151182637614044,0.6168040043789969,0.614722394884994,-0.002081609494002823,0.556,0.5846482639450018,0.7622413155949741
win_percentage,9,2026-06-13T04:12:01+00:00,2026-06-22T05:30:00+00:00,5410,500,0.9989267876553062,0.07578676779873518,0.6051414175132467,0.6050319399293262,-0.0001094775839204365,0.5513333333333333,0.5735529829315906,0.7439081101190477
win_percentage,10,2026-06-22T05:45:00+00:00,2026-07-03T05:16:00+00:00,5910,500,0.9989267876553062,0.07327572148637547,0.6023206162626358,0.6035740696995155,0.00125345343687977,0.55,0.582023153615687,0.7322731251823753
win_percentage,11,2026-07-03T05:20:00+00:00,2026-07-11T07:52:00+00:00,6410,500,0.9989267876553062,0.07067453696195294,0.6080218701209745,0.6099111317983723,0.00188926167739778,0.556,0.579475513108982,0.7481690140845071
win_percentage,12,2026-07-11T08:01:00+00:00,2026-07-22T02:07:00+00:00,6910,500,0.9989267876553062,0.06804146868400207,0.619182764327878,0.6189600802423674,-0.00022268408551062713,0.5673333333333334,0.5901344619037528,0.7510391923990499
place_percentage,1,2026-03-15T06:10:00+00:00,2026-03-27T00:36:00+00:00,1410,500,0.9989267876553062,0.14882015003556975,0.6300278256990635,0.6319508532342165,0.0019230275351530546,0.5806666666666667,0.6079109533695484,0.7585591262339845
place_percentage,2,2026-03-27T01:11:00+00:00,2026-04-04T06:44:00+00:00,1910,500,0.9989267876553062,0.14953170998884022,0.6261517043389135,0.6240176874219351,-0.002134016916978454,0.5733333333333334,0.5997097064929562,0.7496943765281173
place_percentage,3,2026-04-04T06:50:00+00:00,2026-04-17T01:25:00+00:00,2410,500,0.9989267876553062,0.14963503795596664,0.6280889408128764,0.6270808758702646,-0.0010080649426117416,0.57,0.6006482639450023,0.7676752395360564
place_percentage,4,2026-04-17T01:44:00+00:00,2026-05-01T05:19:00+00:00,2910,500,0.9989267876553062,0.14816911516260697,0.6112771681162608,0.610881086785626,-0.0003960813306347344,0.554,0.5852858430402336,0.7502385041022706
