feature,coverage,mean_composite_delta,median_composite_delta,worst_composite_delta,best_composite_delta,positive_folds,nonnegative_folds,alpha_sign_consistency,mean_alpha,mean_absolute_alpha,stable_candidate
recent_2_total_runners,0.9566862504987685,2.234566812728267e-05,0.00014482820298111765,-0.001420871378353561,0.0013991749693739175,6,6,9,0.0023350872648792375,0.011616214758974812,False
trackFamiliarity,0.21812352949270078,2.0830723590131717e-05,4.2598582675079655e-05,-0.0011685990362962917,0.0010000627875617063,6,6,12,0.03240638758298881,0.03240638758298881,False
recent_6_distance_m,0.8161642290070034,1.8828722797107716e-05,-0.0002799768335918218,-0.00102368005254716,0.0018172086715293467,4,4,12,-0.01969251618044802,0.01969251618044802,False
recent_1_distance_m,0.9820305727926911,1.6214228322782482e-05,-4.9777319334420866e-05,-0.002561118861676981,0.0029522413504144973,5,5,12,0.02157282862915232,0.02157282862915232,False
weight_change_from_last_run,0.8643762297224783,1.4903570964156879e-05,9.372713249089504e-05,-0.0017718907853787602,0.0013795647429576396,6,6,12,0.053647984650355314,0.053647984650355314,False
last3_win_percentage,0.9820305727926911,9.552894193113707e-06,1.0463714954556114e-05,-0.0015154723697772265,0.0012457117296571507,7,7,12,0.09546848348160845,0.09546848348160845,False
last3_win_percentage_rank,0.9820305727926911,9.552894193113707e-06,1.0463714954556114e-05,-0.0015154723697772265,0.0012457117296571507,7,7,12,-0.09546848348160845,0.09546848348160845,False
distance_m,1.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,False
field_size,1.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,False
active_field_size,1.0,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,False
current_class_level,0.8673344432366984,0.0,0.0,0.0,0.0,0,12,0,0.0,0.0,False
class_drop_from_recent_best,0.824323394653201,-4.230905884222702e-06,0.00011559417777229353,-0.0017527086700500627,0.0010341638120385799,7,7,6,-0.005950803283141182,0.013218776883129328,False
recent_6_barrier,0.7820553392314149,-9.011018578123734e-06,-0.0006261617769713901,-0.002618975214524477,0.0035948614476020158,5,5,10,-0.010457483240611172,0.010574851418969978,False
career_thirds,0.9989267876553062,-3.672768884883474e-05,0.0001286094250945169,-0.002169958329858779,0.002717105490442462,6,6,12,0.031892529482446176,0.031892529482446176,False
first_up_starts,0.9989267876553062,-5.3636621887009905e-05,0.00020344863297822036,-0.002593705056796347,0.002291456134054237,7,7,9,-0.0024744613124763064,0.0072950833928799785,False
weight_change_vs_recent_weighted_avg,0.9509624513270684,-5.545986972317155e-05,6.911769251027877e-05,-0.0017584774532979353,0.0013189861838528438,6,6,12,0.049782364572448036,0.049782364572448036,False
recent_4_margin,0.8886610988043314,-5.820637704105162e-05,-0.0001629532245469023,-0.001940969525042302,0.002210312747426779,6,6,12,-0.10073254379420098,0.10073254379420098,False
sectional_closing_speed_ratio_weighted_3,0.8038910827061462,-7.246234595434387e-05,-0.00028865679862272176,-0.002394435165927855,0.0026758207134470746,4,4,11,0.018356101209314753,0.018893072125313895,False
recent_2_track_status_value,0.4646321495892899,-7.519568786213775e-05,0.0,-0.0018975223832159438,0.0008899810843170375,3,8,7,-0.0057392001380810265,0.0057392001380810265,False
weight_kg,1.0,-8.532878393502363e-05,-3.6154121695497476e-05,-0.0005334893302797461,0.0001908032818164207,4,5,12,0.06690789696986048,0.06690789696986048,False
weight_change_vs_recent_avg,0.9509624513270684,-9.628972448572082e-05,-0.0001884200439298267,-0.001816219507991268,0.0018487678203382707,6,6,12,0.057535576546078375,0.057535576546078375,False
horse_jockey_wins,0.9989267876553062,-9.630763582766748e-05,3.2528299377110326e-05,-0.0015655899723706623,0.0024369239971239187,7,7,12,0.0882406147837821,0.0882406147837821,False
form_barrier_percentile_weighted_6,0.9401477730843848,-9.905925442095971e-05,-0.0006514787729401395,-0.002372919980925925,0.003138941602782941,5,5,12,-0.025095585366021345,0.025095585366021345,False
soft_wins,0.9989267876553062,-0.0001248189038684048,-0.0001996422614960469,-0.0014491772078122356,0.001156406058762438,5,5,9,-0.0021072186466515796,0.007093392749157629,False
form_barrier_percentile_weighted_3,0.9401477730843848,-0.00012658074358997315,-0.00040423928683303023,-0.0021737439972305816,0.0026260039095401533,5,5,12,-0.027052718659631755,0.027052718659631755,False
good_wins,0.9989267876553062,-0.00014207030746133756,-8.771787789052521e-05,-0.001954576973677624,0.0022069142991275603,6,6,12,0.02822347273901787,0.02822347273901787,False
track_wins,0.9989267876553062,-0.00014813683474404482,0.0001772802723863376,-0.0019300404235884638,0.0006793147390999899,7,7,12,0.054136556148257166,0.054136556148257166,False
recent_3_track_status_value,0.4562115604232309,-0.00014834172413683935,0.0,-0.0034005647612684875,0.0019132652275252182,3,8,5,-0.0014851487776728512,0.003019912156678739,False
recent_weighted_avg_weight_kg,0.9509624513270684,-0.0001543731763225531,1.837713278995956e-05,-0.0017507295195391404,0.0017595597209614233,6,6,9,0.00588723394006256,0.008995113289175525,False
first_up_wins,0.9989267876553062,-0.00015680332455757692,0.00037819179798870284,-0.0015422058765894864,0.0014763324813026335,7,7,7,0.001676832784826553,0.013170347222018574,False
recent_best_place,0.9820305727926911,-0.00016987103514693827,-0.0003137442142529534,-0.0015493231089652726,0.0017222201139407423,4,4,12,-0.13391493336997876,0.13391493336997876,False
form_class_level_weighted_6,0.948926099698675,-0.00017837845745572825,-0.00023188324480671874,-0.0014940170337833791,0.0009446393246788087,5,5,9,0.004797830445083892,0.010671939946983282,False
career_starts,0.9989267876553062,-0.00018122816545361928,5.560774971169469e-05,-0.003017161246502753,0.0022945072548067325,6,6,6,0.004853546276651466,0.009959161403304086,False
recent_2_distance_m,0.9566862504987685,-0.0001973648592043705,0.00015769634016465917,-0.002095540628915482,0.0015861501317715465,7,7,9,0.0024931542207898053,0.00331474424937103,False
recent_3_weight_kg,0.7761113939377262,-0.00019944085305311407,-9.945030633895513e-05,-0.0015140543325656841,0.0007597724950942908,6,6,12,0.02522199114244196,0.02522199114244196,False
horse_jockey_win_rate_rank,0.5087989653132267,-0.00020295763677233292,-0.0001407824961638937,-0.002019943480470743,0.0017500383628912264,6,6,12,-0.060221170091125514,0.060221170091125514,False
soft_starts,0.9989267876553062,-0.00021179149764523805,-0.00041643175729383364,-0.002292092190730677,0.0022942358924422646,5,5,9,-0.004975043880498311,0.013004467603598737,False
form_class_level_weighted_3,0.9394047799226737,-0.00021691340011735968,-0.0001509787030942178,-0.0011052534677350456,0.0005191421694138443,5,5,9,0.00794488913383578,0.0103295946294721,False
recent_win_rate_5,0.9820305727926911,-0.00022662005238465363,2.2611005242034743e-05,-0.0027346393630114374,0.0018171574610162944,6,6,12,0.0765553492333629,0.0765553492333629,False
form_margin_trend,0.9566862504987685,-0.00023464874234354247,-0.0007637583493462774,-0.0032132401699225266,0.002550266264165879,5,5,12,0.01250473381445697,0.01250473381445697,False
prize_money,0.9989267876553062,-0.0002424518786442731,0.0003261191690276388,-0.004006816353313014,0.0028821184052820747,7,7,12,0.09993643946412521,0.09993643946412521,False
prize_money_rank,0.9989267876553062,-0.0002424518786442731,0.0003261191690276388,-0.004006816353313014,0.0028821184052820747,7,7,12,-0.09993643946412521,0.09993643946412521,False
recent_runs_count,1.0,-0.00024311560527720544,-0.00033050976021420375,-0.0014715077347104977,0.0018882230054064753,5,5,12,0.0938548074221466,0.0938548074221466,False
draw_number,1.0,-0.00024790004799044957,-0.00043896429657297453,-0.0025250203695763584,0.0026299175447914713,5,5,12,-0.061850514474942275,0.061850514474942275,False
class_change_vs_recent_3,0.8178153249219169,-0.000248176418615557,-0.00023243235190528733,-0.0011979670118213992,0.0008866710767384545,4,4,9,-0.0032883444474341877,0.009187188357670047,False
recent_min_weight_kg,0.9509624513270684,-0.0002518388333371628,-0.00033055489300631846,-0.0019148773994984714,0.0029138271407374017,3,3,6,0.0011730183507853568,0.010161110369640526,False
recent_best_margin,0.9820305727926911,-0.00025477830161067344,-0.00011206639460847878,-0.005592197785280861,0.0035182888528120237,6,6,12,-0.13255538987632715,0.13255538987632715,False
weight_drop_after_close_run_flag,1.0,-0.0002659320821781497,-0.00026262200829352267,-0.0020617287528771344,0.0007153628556483271,5,5,12,0.022086278978050766,0.022086278978050766,False
good_starts,0.9989267876553062,-0.00028603098512642683,-0.00017114634019571584,-0.002257013966211585,0.0015606033890906978,6,6,7,0.0004127835553088589,0.005812229231617883,False
track_win_rate_rank,0.5871434664758733,-0.000287430264940917,-0.000299727661197291,-0.0016506471450342675,0.001024293546613153,5,5,12,-0.05938684519548077,0.05938684519548077,False
career_seconds,0.9989267876553062,-0.00029634258945621106,-0.00038752566932376276,-0.0017232999087540835,0.0016624132014584347,4,4,12,0.06161691616730682,0.06161691616730682,False
jockey_trainer_history_starts,0.706118686278017,-0.0003220674543853441,-1.1817360720867143e-05,-0.003518625711183776,0.002753455120837023,6,6,12,0.0723019950608732,0.0723019950608732,False
recent_6_place,0.8161642290070034,-0.0003254136536223658,-5.281073582796836e-05,-0.0017640428677012654,0.0016909932822513074,5,5,12,-0.057561236936440496,0.057561236936440496,False
recent_4_distance_m,0.8886610988043314,-0.0003293566158915351,-0.00022619526819095404,-0.0023446434857923304,0.0011602023706295261,6,6,12,-0.020438901922044717,0.020438901922044717,False
distance_wins,0.9989267876553062,-0.0003319588976444428,-0.0004597665692798736,-0.0030002234655773785,0.00149887374664881,5,5,12,0.029813484172495356,0.029813484172495356,False
distance_starts,0.9989267876553062,-0.0003439268131211574,-0.0006978836623162676,-0.0021243973129813076,0.0015067798565556734,4,4,12,0.015303399898479668,0.015303399898479668,False
recent_same_condition_runs,0.9997936130106359,-0.0003440260551994904,-0.0004622669944212565,-0.003456911800864715,0.0011233547366649166,5,5,12,0.06159716994132663,0.06159716994132663,False
trainer_recent_top3_excess,0.9621073487527346,-0.0003463237456128032,-0.0006324156533347725,-0.0036341288703025665,0.002654525648891126,4,4,12,0.05564700724696612,0.05564700724696612,False
career_place_rate_rank,0.9510450061228141,-0.0003518286156620846,-0.000270319807892605,-0.004287016207919714,0.00433524220590209,6,6,12,-0.12810664836912597,0.12810664836912597,False
form_field_size_weighted_3,0.9820305727926911,-0.00035211397575804493,-0.00022161513062607385,-0.0019274850853997494,0.001123120597532945,6,6,12,0.037596304911678084,0.037596304911678084,False
place_percentage,0.9989267876553062,-0.0003586254591435578,-0.0005006299971824224,-0.0037072097522262704,0.003874867818494221,5,5,12,0.1426577392941753,0.1426577392941753,False
place_percentage_rank,0.9989267876553062,-0.0003586254591435578,-0.0005006299971824224,-0.0037072097522262704,0.003874867818494221,5,5,12,-0.1426577392941753,0.1426577392941753,False
recent_5_track_status_value,0.4252947894164752,-0.000371505268537677,0.0,-0.0023354510690757335,0.0014257738896145122,3,8,6,-0.004771109309952667,0.005086314036169305,False
recent_3_place,0.9240358287813536,-0.0003772331366967326,-0.00013699226608127058,-0.003870190161639475,0.001653339140838761,5,5,12,-0.10634662308072113,0.10634662308072113,False
recent_4_total_runners,0.8886610988043314,-0.0003774376289971774,-0.00023393853736064507,-0.00421176600671147,0.0020871548116735417,4,4,12,0.028881468056680834,0.028881468056680834,False
form_margin_std_3,0.9566862504987685,-0.00038186507022315114,-0.0007126521696503296,-0.003096652579817838,0.0023028702884710928,5,5,12,-0.13910208103222912,0.13910208103222912,False
recent_avg_similar_distance_speed_mps,0.9106619518705541,-0.0003947515961573537,-0.00012738732979017398,-0.003957299010471926,0.00276951659515412,5,5,12,0.05357956029271141,0.05357956029271141,False
recent_best_similar_distance_speed_mps,0.9106619518705541,-0.00039783043739446966,-1.8026072073351607e-06,-0.003263714472281798,0.0014378509471735246,6,6,12,0.0679597965872962,0.0679597965872962,False
recent_similar_distance_speed_rank,0.9106619518705541,-0.00039783043739446966,-1.8026072073351607e-06,-0.003263714472281798,0.0014378509471735246,6,6,12,-0.0679597965872962,0.0679597965872962,False
form_recent_distance_change_ratio,0.9820305727926911,-0.0003995203827337572,-0.00033405752196291605,-0.002583476435794707,0.001060253202297079,3,3,12,-0.0714396519027233,0.0714396519027233,False
recent_wins,1.0,-0.00040020711478134613,-0.0003349065381784144,-0.002641170091732814,0.0015044391610521402,4,4,12,0.08001637148172148,0.08001637148172148,False
recent_1_total_runners,0.9820305727926911,-0.00040372729096878796,-0.0001206937346896475,-0.002702558129250132,0.0011949162433767535,5,5,12,0.0327768451150087,0.0327768451150087,False
speed_rating,0.9907263446112357,-0.00041052220090370684,-0.0007004840356428788,-0.002637480186911012,0.0023294270833332797,5,5,12,0.08800655814542875,0.08800655814542875,False
speed_rating_rank,0.9907263446112357,-0.00041052220090370684,-0.0007004840356428788,-0.002637480186911012,0.0023294270833332797,5,5,12,-0.08800655814542875,0.08800655814542875,False
recent_4_place,0.8886610988043314,-0.0004263099246018624,-0.0008570192209172989,-0.003606307601597525,0.0024823390228033704,4,4,12,-0.061963455352855364,0.061963455352855364,False
recent_5_distance_m,0.8519379738301297,-0.0004301144734146223,-0.0005253983720323041,-0.003550888220025583,0.002197131888078574,3,3,12,-0.03301502252662096,0.03301502252662096,False
recent_weight_range_kg,0.9509624513270684,-0.0004383963829075928,-0.0005000393888337507,-0.0023371193016168412,0.0013464564176755012,4,4,12,0.018870242371218336,0.018870242371218336,False
recent_4_barrier,0.8511949806684187,-0.0004493331975289709,-0.00029243741998241646,-0.004521484715335644,0.0014187557236262638,6,6,9,0.00596667691690451,0.008253520865353805,False
recent_3_barrier,0.8847810234042846,-0.00045122216440203017,-0.0004884522237989519,-0.002741684804571598,0.002079668613205077,4,4,8,-0.006349697644981553,0.007941471037692889,False
career_wins,0.9989267876553062,-0.00046469929192303566,-0.0007150711803001752,-0.0019162312476004306,0.0015417796922363447,3,3,12,0.016846096066003003,0.016846096066003003,False
age,1.0,-0.0004733494576466916,-0.00044612366594309893,-0.003098979012102432,0.0017586930804827094,5,5,12,-0.08748973243702628,0.08748973243702628,False
recent_5_margin,0.8519379738301297,-0.0004867293740777508,-0.00015133212140677754,-0.004213279815304394,0.002905241877263265,4,4,12,-0.04943390097458845,0.04943390097458845,False
distanceFamiliarity,0.4273586593101171,-0.00048688438646823,-0.00022378558591451547,-0.004751514694952053,0.0013703492540768636,5,5,12,0.0071212254473226365,0.0071212254473226365,False
first_up_win_rate_rank,0.9510450061228141,-0.0004920644281129113,-0.0006301826414099598,-0.0018327223731520181,0.0009996415264084124,4,4,7,-0.010843226044929799,0.014290670561364375,False
form_field_size_weighted_6,0.9820305727926911,-0.0004936941991394624,1.3609388287760815e-05,-0.002755824364107484,0.0008338829657961178,6,6,12,0.03499416141163422,0.03499416141163422,False
recent_days_since_last_run,0.9820305727926911,-0.0004943275019265078,-1.7149327689092164e-05,-0.0029005591400281805,0.0009152054853225344,6,6,12,-0.036993712873892075,0.036993712873892075,False
sectional_last600_seconds_weighted_6,0.8284373753078605,-0.000496257962381369,-0.00043790556351508414,-0.002437081645018657,0.0010372286948764353,4,4,12,-0.040453658280425096,0.040453658280425096,False
second_up_win_rate_rank,0.8928576342547366,-0.0004964616779837469,-0.0004289834603884435,-0.0023244869002330137,0.0021280057880613823,3,3,12,-0.05744173838484843,0.05744173838484843,False
distance_win_rate_rank,0.7199190963001693,-0.000507601816663622,-0.00032750087124205907,-0.002969502191600193,0.0006167724993320078,5,5,12,-0.05472141353475108,0.05472141353475108,False
recent_avg_weight_kg,0.9509624513270684,-0.0005148555410676899,-0.00043838709436555545,-0.0023566829698109526,0.0011695212015202516,5,5,8,-0.0022603068412553793,0.00920931279706417,False
trainer_history_starts,0.9621073487527346,-0.0005154359663666711,-0.0004776274818856785,-0.0023049947833300166,0.002405487084338742,2,2,12,0.09544273464522056,0.09544273464522056,False
second_up_wins,0.9989267876553062,-0.0005188087486724483,-0.0005103289608581196,-0.002337708716377729,0.001201543898809443,4,4,12,0.049405064969603694,0.049405064969603694,False
recentPodium,0.2708485257089393,-0.0005218738660676773,-0.0004874194795552178,-0.0026869385425574155,0.0010649428365974156,3,3,12,0.031554665107540375,0.031554665107540375,False
recent_weighted_win_rate,0.9820305727926911,-0.0005254806485923044,-0.0003572294803891318,-0.0032279388569411704,0.001824331487675912,6,6,12,0.09542652071392377,0.09542652071392377,False
recent_weighted_win_rate_rank,0.9820305727926911,-0.0005254806485923044,-0.0003572294803891318,-0.0032279388569411704,0.001824331487675912,6,6,12,-0.09542652071392377,0.09542652071392377,False
sectional_last600_trend,0.6568747506157212,-0.0005617767450669294,-0.0005598897054045482,-0.0021158122227898923,0.0008618510921544198,5,5,11,0.01146128398554855,0.011463383778787481,False
recent_5_total_runners,0.8519379738301297,-0.0005646202765090813,-0.0007998985357418609,-0.0021085157819044076,0.001713639461602967,4,4,8,-0.005577022860548685,0.006208776914598043,False
trainer_history_top3_excess,0.9621073487527346,-0.0006082361095690972,-1.7432400967465345e-05,-0.002931514084830722,0.0016118054776155244,6,6,12,0.10898895775437954,0.10898895775437954,False
jockey_trainer_history_top3_excess,0.706118686278017,-0.0006129651532834901,-0.0004165328194076223,-0.004438586801068345,0.0011303799782860224,5,5,12,0.06441097636663666,0.06441097636663666,False
recent_max_weight_kg,0.9509624513270684,-0.0006226031565715514,-0.0003667415693872078,-0.0026975582983239654,0.0022784209337690653,5,5,12,0.011564820396344369,0.011564820396344369,False
recent_1_margin,0.9820305727926911,-0.0006252373805557173,-7.726853792133781e-05,-0.005834137194260847,0.0032894032668886464,6,6,12,-0.15877623281668135,0.15877623281668135,False
recent_best_speed_mps,0.9820305727926911,-0.0006381586592181521,-0.0009855533911273806,-0.002437081645018657,0.0022145236967845428,4,4,12,0.05649468706136731,0.05649468706136731,False
recent_best_speed_rank,0.9820305727926911,-0.0006381586592181521,-0.0009855533911273806,-0.002437081645018657,0.0022145236967845428,4,4,12,-0.05649468706136731,0.05649468706136731,False
recent_5_place,0.8519379738301297,-0.0006469175590768187,-0.000866756727742668,-0.002998237988050434,0.0016331013837188602,5,5,12,-0.043922164941065496,0.043922164941065496,False
career_win_rate_rank,0.9510450061228141,-0.0006496169452646083,-0.0011567901018691429,-0.0024246998773024275,0.0018657874989940204,4,4,12,-0.08053764537857577,0.08053764537857577,False
recent_6_weight_kg,0.6855625421373437,-0.0006523259894408348,-0.0005331895636478401,-0.0024684585836955986,0.0010225790190454553,2,2,7,-0.0014283137607720943,0.006495611861003,False
recent_4_weight_kg,0.746653090989144,-0.0006561165399527705,-0.0006063379418099757,-0.002842822308537163,0.0008588476664990186,4,4,7,-0.00027046442177131036,0.014136644406326749,False
sectional_last600_seconds_weighted_3,0.8038910827061462,-0.0006773220033279292,-0.00043856881579101836,-0.0039522446691087065,0.001626861242422506,3,3,12,-0.03220219794374439,0.03220219794374439,False
win_percentage,0.9989267876553062,-0.0006941060778233032,-0.0011567901018691429,-0.0024246998773024275,0.00188926167739778,3,3,12,0.08179256192199537,0.08179256192199537,False
win_percentage_rank,0.9989267876553062,-0.0006941060778233032,-0.0011567901018691429,-0.0024246998773024275,0.00188926167739778,3,3,12,-0.08179256192199537,0.08179256192199537,False
recent_3_margin,0.9240358287813536,-0.0007444316711446852,-0.0011349442006653443,-0.0027037589965968056,0.0015630308835300477,4,4,12,-0.11526988164106428,0.11526988164106428,False
form_margin_std_6,0.9566862504987685,-0.0007647431466363911,-0.0005817136085357055,-0.0034506823638618123,0.0009947034162437474,5,5,12,-0.142593022476568,0.142593022476568,False
sectional_last600_std_6,0.7786568334732179,-0.0008086433045441932,-0.0007877656935240673,-0.0030444630014776486,0.0008990544429910985,3,3,9,-0.005816372483662533,0.007710128989289654,False
recent_1_weight_kg,0.8643762297224783,-0.0008434723572476691,-0.0008870423684622097,-0.003081659913407808,0.0019007668439569025,1,1,9,0.002969896765939037,0.007155560251202453,False
recent_2_place,0.9566862504987685,-0.0008921476491200083,-0.0005080727190249212,-0.004039978168304037,0.0020819038312576144,5,5,12,-0.1195426230435398,0.1195426230435398,False
recent_same_distance_runs,1.0,-0.0009138481947836933,-0.0009151548453502634,-0.004383645052481344,0.0021194737611499592,3,3,12,0.06628982799137366,0.06628982799137366,False
recent_3_distance_m,0.9240358287813536,-0.0009221691031662538,-0.0010092845379220394,-0.0031497910998044,0.0018727273314889104,4,4,11,-0.006673176138682478,0.007746875759254913,False
jockey_trainer_recent_top3_excess,0.706118686278017,-0.0009588115396334066,-0.0006730774765436598,-0.004748823312524242,0.0011718188976638233,3,3,12,0.04023601402746576,0.04023601402746576,False
jockey_history_top3_excess,0.9892128400225649,-0.0010023163048049621,-0.0005205253832206713,-0.0056598128319991226,0.0010026238983901203,5,5,12,0.08142717728630373,0.08142717728630373,False
recent_avg_speed_mps,0.9820305727926911,-0.0010192553510352531,-0.000690378897093058,-0.005144694115632009,0.0019992707676370625,4,4,12,0.045371147226659726,0.045371147226659726,False
recent_2_margin,0.9566862504987685,-0.001029171086835497,-0.0016505534474083317,-0.004437402232553733,0.0018034541898052092,5,5,12,-0.14175628916750746,0.14175628916750746,False
recent_5_weight_kg,0.7160527800327467,-0.0011626989528891092,-0.0010411552450975137,-0.0032734613692664283,0.0005807818428792411,3,3,12,-0.01679297202105232,0.01679297202105232,False
jockey_history_starts,0.9892128400225649,-0.001177138457771389,-0.0012854852560776342,-0.0035378783426501803,0.0022574478047450164,2,2,12,0.07181332547504836,0.07181332547504836,False
jockey_recent_top3_excess,0.9892128400225649,-0.001186994339768932,-0.0008991036702566402,-0.004500252814600314,0.00028185528786817127,3,3,12,0.051871540817279786,0.051871540817279786,False
last3_place_percentage,0.9820305727926911,-0.001443666616490628,-0.0017781981186423823,-0.003919020688570418,0.0028653960666668032,2,2,12,0.16996906006048054,0.16996906006048054,False
last3_place_percentage_rank,0.9820305727926911,-0.001443666616490628,-0.0017781981186423823,-0.003919020688570418,0.0028653960666668032,2,2,12,-0.16996906006048054,0.16996906006048054,False
recent_weighted_top3_rate,0.9820305727926911,-0.0014898581075875512,-0.002007079889685792,-0.0051610467418261585,0.0030300024500731215,3,3,12,0.1685558484804445,0.1685558484804445,False
recent_weighted_top3_rate_rank,0.9820305727926911,-0.0014898581075875512,-0.002007079889685792,-0.0051610467418261585,0.0030300024500731215,3,3,12,-0.1685558484804445,0.1685558484804445,False
recent_1_place,0.9820305727926911,-0.0016738435461695806,-0.0010513375234292854,-0.007037090549308123,0.0009477839093733342,2,2,12,-0.15679401559229572,0.15679401559229572,False
recent_avg_place_5,0.9820305727926911,-0.0017257560397509475,-0.0018827540931055653,-0.003339440805219307,6.106573516095892e-05,1,1,12,-0.18035164364611733,0.18035164364611733,False
recent_top3_rate_5,0.9820305727926911,-0.0018167213058931098,-0.0020649441248877243,-0.004623849829895832,0.002027022539986545,2,2,12,0.16264777915163364,0.16264777915163364,False
form_margin_weighted_6,0.9820305727926911,-0.0018335776898899814,-0.0021869798694648668,-0.008209116764083868,0.004324594405995641,2,2,12,-0.2372823991012739,0.2372823991012739,False
recent_places,1.0,-0.0018855991933966847,-0.0018401028081482806,-0.005537472423213785,0.0012220285070478898,3,3,12,0.18703517590832605,0.18703517590832605,False
form_same_distance_finish_quality_weighted,0.9251640776565445,-0.00192946887946636,-0.002358573181057144,-0.005463814242004927,0.0028089309244977434,2,2,12,0.19608564817794494,0.19608564817794494,False
dry_rating,0.9989267876553062,-0.0020006444842022944,-0.002070058099548633,-0.0033427948753057546,0.0007538574964786049,1,1,12,0.2255951864756872,0.2255951864756872,False
wet_rating,0.9989267876553062,-0.0020006444842022944,-0.002070058099548633,-0.0033427948753057546,0.0007538574964786049,1,1,12,0.2255951864756872,0.2255951864756872,False
dry_rating_rank,0.9989267876553062,-0.0020006444842022944,-0.002070058099548633,-0.0033427948753057546,0.0007538574964786049,1,1,12,-0.2255951864756872,0.2255951864756872,False
wet_rating_rank,0.9989267876553062,-0.0020006444842022944,-0.002070058099548633,-0.0033427948753057546,0.0007538574964786049,1,1,12,-0.2255951864756872,0.2255951864756872,False
recent_weighted_avg_place,0.9820305727926911,-0.002019767335293965,-0.001953283582235843,-0.005928312963958904,0.0007424030760355693,2,2,12,-0.20123584091749458,0.20123584091749458,False
recent_weighted_avg_place_rank,0.9820305727926911,-0.002019767335293965,-0.001953283582235843,-0.005928312963958904,0.0007424030760355693,2,2,12,-0.20123584091749458,0.20123584091749458,False
form_same_distance_margin_weighted,0.9254392603090301,-0.002141811871493778,-0.00251593231309033,-0.005733242806694405,0.0033938686946990426,3,3,12,-0.20630914086505048,0.20630914086505048,False
