feature,permutation_scope,auc_drop_mean,auc_drop_sd,top3_hit_drop_mean,top3_hit_drop_sd,top3_mrr_drop_mean,top3_mrr_drop_sd
jockey_trainer_history_top3_rate,within-race,0.00030185183318029993,0.00036075971043783583,0.002836879432624062,0.0009456264775413725,0.001289382406403683,0.0008877146262279746
recent_finish_percentile_weighted_3_rank_in_race,within-race,9.900547748091793e-05,0.00022373758239375665,0.002600472813238763,0.0029337289943240983,0.0010072485959010558,0.0008408803530330353
current_form_strength_pct_in_race,within-race,-4.356648494858728e-05,0.00017529093579735742,0.002600472813238763,0.0020336466352346484,0.00031794643496767526,0.0011116161365574404
recent_1_distance_m,within-race,0.00010777332610449886,5.737709217227168e-05,0.0026004728132387523,0.0013784756252589324,0.0005825222846499445,0.00045509205062077486
distance_win_rate_rank,within-race,-0.001041577887444478,0.0008563745171517183,0.002600472813238741,0.0013784756252589346,0.001213574316411159,0.001555602899386864
recent_2_barrier,within-race,0.00037710434632078906,0.00027128325985514455,0.002600472813238741,0.002736604468744746,0.0006942840453478593,0.0005540054498630083
jockey_trainer_history_smoothed_top3_rate_rank_in_race,within-race,-0.00021726126938068636,0.00012846013192684757,0.002600472813238719,0.0008845525737054247,0.00016006058559248082,0.0005267797364123768
recent_avg_margin,within-race,-0.00015975963963483776,9.761163441287751e-05,0.002600472813238719,0.0017372267679313343,0.00011491135604608793,0.0005560502075880683
recent_last600_best_3,within-race,0.00018145466565859801,0.0004159553621355713,0.0026004728132387077,0.0013784756252589211,0.0012215273562791284,0.0009115597096645425
sectional_last600_seconds_weighted_3,within-race,7.877440105192867e-05,0.00017718465844417152,0.002364066193853409,0.0016716472368476169,-7.30114382596403e-05,0.000623994381055233
jockey_recent_top3_excess,within-race,0.0005657017899639571,0.0002769300745736251,0.002364066193853398,0.0029903334847927805,0.000921046382039259,0.0012842011052530149
recent_5_place,within-race,0.00017867012009018524,7.789793294621333e-05,0.002364066193853398,0.000747583371198217,0.000285492679109689,0.0006594403742435266
current_weight_change_pct,within-race,-0.00024712846070695793,0.00022799126879639395,0.002364066193853398,0.0014951667423963903,-4.104773608323287e-05,0.0008866946144692541
jockey_history_starts,within-race,0.0008737450019323356,0.00040868935450495214,0.002364066193853387,0.0022427501135945985,0.0008464434173653945,0.0014342084712816753
weight_change_vs_recent_avg,within-race,4.784971453246634e-05,0.0003505824279465707,0.002364066193853387,0.0014951667423963814,0.0006565400714336645,0.0008239946653640459
recent_6_total_runners,within-race,-0.0003463073310173481,0.00010936995197527299,0.002364066193853387,0.001057242542553106,0.0001356097278082946,0.0003065315492669393
similar_distance_finish_percentile_weighted_gap_to_best,within-race,-9.855443858699519e-05,9.054629912072074e-05,0.002364066193853387,0.0021144850851061935,-0.00041378374711711354,0.0005531008862060527
recent_6_distance_m,within-race,0.00021195015851562803,9.096067817583604e-05,0.002364066193853387,0.0012948523818088848,-0.0008806146572103879,0.0008615311565551056
recent_last600_slope_6,within-race,-9.300036254200617e-05,0.00029808607624916923,0.002364066193853376,0.001977919684477723,-8.172547179639001e-05,0.0010541530856463487
recent_last600_avg_6,within-race,1.802906734194032e-06,0.00018210681469225902,0.002364066193853376,0.001977919684477723,-8.216894741717163e-05,0.0004878318437923195
recent_best_speed_rank,within-race,0.00044549249713770055,0.0003614745899988376,0.0023640661938533537,0.0026954501775392934,0.0007546826695762565,0.0012623017983078644
class_adjusted_finish_percentile_weighted_3_minus_race_median,within-race,0.00012233076872383286,0.00017465922336288314,0.002127659574468066,0.001158151178620885,0.0008837918057776339,0.0005063841772993489
recent_avg_similar_distance_speed_mps,within-race,-2.3761685005219135e-05,0.00016832597243138415,0.002127659574468055,0.001891252955082741,0.000744598191406698,0.0005459783294717194
similar_distance_finish_percentile_avg,within-race,0.0007897621619826322,0.0001578345932515909,0.002127659574468055,0.002524131974475514,4.0450093641575255e-05,0.0009468002420478332
recent_min_weight_kg,within-race,9.172284240441809e-05,8.675400626195156e-05,0.002127659574468055,0.0008845525737054306,2.464701046260842e-05,0.00018691678840291633
hidden_sectional_run_best_3_rank_in_race,within-race,4.85533570579566e-05,0.0003421049880266441,0.002127659574468055,0.0013784756252589324,-0.00023198891993220228,0.0005232376547207974
same_track_runs,within-race,-4.262273999344757e-06,5.5038971964435475e-05,0.002127659574468044,0.00047281323877066404,-0.00033386038705188745,0.000333573839726993
recent_finish_percentile_weighted_6_gap_to_best,within-race,0.0005500782820455407,0.0002221552901937875,0.002127659574468044,0.0011581511786208692,-0.0004679750247126857,0.0009467557145669713
recent_1_starting_price,within-race,0.0007602770572842088,0.0008481226933162169,0.0021276595744680327,0.003027481908951671,0.002572806101174885,0.0018440118083425264
jockey_trainer_history_smoothed_top3_rate_minus_race_median,within-race,0.0008946827797036816,0.00013032033339872173,0.0021276595744680327,0.0015681441089150682,0.0009293687662481953,0.0005075307497742862
field_size,race-block,0.00021464735774519018,6.666543059493754e-05,0.0021276595744680327,0.0008845525737054248,0.00011074885188357974,0.0003764729670645646
recent_4_margin,within-race,9.986279588436453e-05,0.00014865293142302967,0.0021276595744680327,0.0013784756252589096,-0.0003131823521894561,0.0006159643182707357
