feature,coverage,mean_composite_delta,median_composite_delta,worst_composite_delta,best_composite_delta,positive_folds,nonnegative_folds,alpha_sign_consistency,mean_alpha,mean_absolute_alpha,stable_candidate
recent_5_weight_kg,0.7160527800327467,-0.000613504200873738,-0.00010150228278016371,-0.0032734613692664283,0.0005807818428792411,2,2,5,-0.005633095016993598,0.005633095016993598,False
horse_jockey_win_rate_rank,0.5087989653132267,-0.0006212408942243286,-0.00029845610119061394,-0.002019943480470743,0.0008829942563020055,1,1,5,-0.056193643880205535,0.056193643880205535,False
recent_3_track_status_value,0.4562115604232309,-0.0007279466466057815,-3.5262478118691654e-05,-0.0034005647612684875,0.0003764641079117004,2,2,4,-0.0032553003422072235,0.00580347200738007,False
recent_1_weight_kg,0.8643762297224783,-0.0007366920419960455,-0.0004577375909872172,-0.002075322212944375,-2.8816902498562946e-05,0,0,5,0.008835111905103055,0.008835111905103055,False
form_same_distance_finish_quality_weighted,0.9251640776565445,-0.0007467921065112515,-0.002409218890756515,-0.0033060529917005033,0.0028089309244977434,2,2,5,0.18669880100001768,0.18669880100001768,False
recent_1_place,0.9820305727926911,-0.0008366211758249253,-0.0007695374104277342,-0.0027735492733576006,0.0009477839093733342,1,1,5,-0.14920321987506574,0.14920321987506574,False
last3_place_percentage,0.9820305727926911,-0.000899572103285995,-0.0017289355814332774,-0.0027380455190180175,0.0028653960666668032,1,1,5,0.15613543685206469,0.15613543685206469,False
last3_place_percentage_rank,0.9820305727926911,-0.000899572103285995,-0.0017289355814332774,-0.0027380455190180175,0.0028653960666668032,1,1,5,-0.15613543685206469,0.15613543685206469,False
recent_places,1.0,-0.0009279239366751346,-0.0013492421401745114,-0.0026777266237961728,0.0008505801680649405,2,2,5,0.17346492229693192,0.17346492229693192,False
recent_top3_rate_5,0.9820305727926911,-0.0010917460803193224,-0.0017535178887954084,-0.003866137706823758,0.002027022539986545,2,2,5,0.1534816722606091,0.1534816722606091,False
recent_avg_place_5,0.9820305727926911,-0.001223035584343779,-0.001068196161921997,-0.0024887336811958427,6.106573516095892e-05,1,1,5,-0.16806261832850505,0.16806261832850505,False
