feature,coverage,mean_composite_delta,median_composite_delta,worst_composite_delta,best_composite_delta,positive_folds,nonnegative_folds,alpha_sign_consistency,mean_alpha,mean_absolute_alpha,stable_candidate
form_margin_weighted_6,0.9820305727926911,-0.0020651757086717903,-0.0023788017592965005,-0.008209116764083868,0.004324594405995641,2,2,8,-0.22986445825078597,0.22986445825078597,False
recent_weighted_avg_place,0.9820305727926911,-0.0020872294726385215,-0.002004072214750352,-0.005928312963958904,0.0007424030760355693,2,2,8,-0.19180474283410048,0.19180474283410048,False
recent_weighted_avg_place_rank,0.9820305727926911,-0.0020872294726385215,-0.002004072214750352,-0.005928312963958904,0.0007424030760355693,2,2,8,-0.19180474283410048,0.19180474283410048,False
dry_rating,0.9989267876553062,-0.002277714647550666,-0.0028731127086839003,-0.0033427948753057546,0.0007538574964786049,1,1,8,0.21727516890050658,0.21727516890050658,False
wet_rating,0.9989267876553062,-0.002277714647550666,-0.0028731127086839003,-0.0033427948753057546,0.0007538574964786049,1,1,8,0.21727516890050658,0.21727516890050658,False
dry_rating_rank,0.9989267876553062,-0.002277714647550666,-0.0028731127086839003,-0.0033427948753057546,0.0007538574964786049,1,1,8,-0.21727516890050658,0.21727516890050658,False
wet_rating_rank,0.9989267876553062,-0.002277714647550666,-0.0028731127086839003,-0.0033427948753057546,0.0007538574964786049,1,1,8,-0.21727516890050658,0.21727516890050658,False
form_same_distance_margin_weighted,0.9254392603090301,-0.002280886085023137,-0.0031956839541995574,-0.005733242806694405,0.0033938686946990426,2,2,8,-0.2006728733178434,0.2006728733178434,False
recent_avg_margin,0.9820305727926911,-0.002297455615509675,-0.0028991313134263397,-0.005458653526417057,0.00304974139093106,2,2,8,-0.2211171086696256,0.2211171086696256,False
recent_avg_place_3,0.9820305727926911,-0.00242140394940836,-0.0026226979075084644,-0.006019325456939062,0.0011908896812574676,2,2,8,-0.18195423163976926,0.18195423163976926,False
recent_finish_percentile_weighted,0.9509486921944441,-0.002562424207112071,-0.002616052069792929,-0.006319795759240687,0.0019241903227430468,2,2,8,0.2000598843288906,0.2000598843288906,False
recent_finish_percentile_rank,0.9509486921944441,-0.002562424207112071,-0.002616052069792929,-0.006319795759240687,0.0019241903227430468,2,2,8,-0.2000598843288906,0.2000598843288906,False
form_finish_quality_weighted_6,0.9820030545274426,-0.002709740924990156,-0.002300349150065273,-0.006089084221378327,0.00029485554640618084,1,1,8,0.21344650200682996,0.21344650200682996,False
form_finish_quality_weighted_3,0.981975536262194,-0.0028921649934534055,-0.0024713338240964777,-0.0059585658759175875,-0.0007636277453052509,0,0,8,0.2110369660244025,0.2110369660244025,False
form_margin_scaled_weighted_6,0.9820305727926911,-0.002978876164052971,-0.0030622808492928866,-0.007355672614687281,0.00183028539552188,1,1,8,-0.22692033451974994,0.22692033451974994,False
recent_avg_margin_3,0.9820305727926911,-0.0033192497300282148,-0.004285473590383726,-0.00546156247006957,0.0014916607185955222,1,1,8,-0.2098991488424659,0.2098991488424659,False
form_margin_scaled_weighted_3,0.9820305727926911,-0.003954414388563046,-0.004448369087559634,-0.007436908238109496,0.0007392815660818286,1,1,8,-0.20768462591330422,0.20768462591330422,False
form_margin_weighted_3,0.9820305727926911,-0.004038450121763404,-0.004123030707159414,-0.007633772571863706,-0.00022059665184315236,0,0,8,-0.21043312732073077,0.21043312732073077,False
