field_size_bucket,races,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,random_top1_expected,random_top3_expected
1-6,23,0.17391304347826086,0.5652173913043478,0.44875776397515527,3.130434782608696,0.18115942028985507,0.5434782608695652
7-9,365,0.15342465753424658,0.3835616438356164,0.3633454597153227,4.480821917808219,0.11903131115459882,0.3570939334637965
10-12,886,0.10270880361173815,0.31376975169300225,0.29665238376010733,5.734762979683973,0.09109891237430741,0.2732967371229222
13-16,434,0.08986175115207373,0.24423963133640553,0.2594056954941311,6.964285714285714,0.07184941594503806,0.2155482478351142
17+,16,0.0,0.1875,0.16494708994708995,8.28125,0.056781045751633986,0.17034313725490197
