phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,winner_backing_weight
global_simplex,0.12412993039443156,0.3265661252900232,0.30829748549185176,5.752900232018561,0.3265661252900232,1.0
refinement_1,0.12412993039443156,0.3265661252900232,0.30829748549185176,5.752900232018561,0.3265661252900232,1.0
