phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,a1_weight,top3_weight
refinement_1,0.23824451410658307,0.5830721003134797,0.4617665327435455,3.614768373389063,0.23824451410658307,0.066,0.934
refinement_1,0.23824451410658307,0.5830721003134797,0.4616247205327677,3.6161616161616164,0.23824451410658307,0.067,0.933
refinement_1,0.23824451410658307,0.5830721003134797,0.46162955818128343,3.615813305468478,0.23824451410658307,0.068,0.932
refinement_1,0.23824451410658307,0.5830721003134797,0.4616125573022136,3.6161616161616164,0.23824451410658307,0.069,0.931
refinement_1,0.23824451410658307,0.5830721003134797,0.4616125573022136,3.6161616161616164,0.23824451410658307,0.07,0.93
refinement_1,0.23824451410658307,0.5827237896203413,0.4615835314111188,3.6165099268547545,0.23824451410658307,0.071,0.929
refinement_1,0.23754789272030652,0.5823754789272031,0.4611694286981654,3.6179031696273074,0.23754789272030652,0.072,0.928
refinement_1,0.23754789272030652,0.5823754789272031,0.4611694286981654,3.6179031696273074,0.23754789272030652,0.073,0.927
refinement_1,0.23754789272030652,0.5823754789272031,0.46116320886435946,3.618251480320446,0.23754789272030652,0.074,0.926
refinement_1,0.23754789272030652,0.5827237896203413,0.4611922347554543,3.6179031696273074,0.23754789272030652,0.075,0.925
refinement_1,0.23754789272030652,0.5827237896203413,0.4611970724039701,3.6175548589341693,0.23754789272030652,0.076,0.924
refinement_1,0.23789620341344478,0.5830721003134797,0.4614780706734741,3.6161616161616164,0.23789620341344478,0.077,0.923
refinement_1,0.23789620341344478,0.5830721003134797,0.4614780706734741,3.6161616161616164,0.23789620341344478,0.078,0.922
refinement_1,0.23789620341344478,0.5830721003134797,0.4614780706734741,3.6161616161616164,0.23789620341344478,0.079,0.921
refinement_1,0.23789620341344478,0.5830721003134797,0.461465492787333,3.6161616161616164,0.23789620341344478,0.08,0.92
refinement_1,0.23789620341344478,0.5830721003134797,0.461465492787333,3.6161616161616164,0.23789620341344478,0.081,0.919
refinement_1,0.23789620341344478,0.5830721003134797,0.4615318376812641,3.6154649947753397,0.23789620341344478,0.082,0.918
refinement_1,0.23789620341344478,0.5830721003134797,0.4615318376812641,3.6154649947753397,0.23789620341344478,0.083,0.917
refinement_1,0.23754789272030652,0.5823754789272031,0.46126231154966907,3.6165099268547545,0.23754789272030652,0.084,0.916
refinement_1,0.23754789272030652,0.5823754789272031,0.46126231154966907,3.6165099268547545,0.23754789272030652,0.085,0.915
refinement_1,0.23754789272030652,0.5827237896203413,0.4612830443290225,3.6165099268547545,0.23754789272030652,0.086,0.914
refinement_1,0.23754789272030652,0.5823754789272031,0.46122001667978796,3.6179031696273074,0.23754789272030652,0.087,0.913
refinement_1,0.23754789272030652,0.5823754789272031,0.46122001667978796,3.6179031696273074,0.23754789272030652,0.088,0.912
refinement_1,0.23789620341344478,0.5823754789272031,0.46139111865339777,3.6175548589341693,0.23789620341344478,0.089,0.911
refinement_1,0.23789620341344478,0.5823754789272031,0.46139111865339777,3.6175548589341693,0.23789620341344478,0.09,0.91
refinement_1,0.23789620341344478,0.5830721003134797,0.46149367680193304,3.6165099268547545,0.23789620341344478,0.091,0.909
refinement_1,0.23789620341344478,0.5830721003134797,0.46149367680193304,3.6165099268547545,0.23789620341344478,0.092,0.908
refinement_1,0.23789620341344478,0.5830721003134797,0.46149367680193304,3.6165099268547545,0.23789620341344478,0.093,0.907
refinement_1,0.23789620341344478,0.5834204110066179,0.4615227026930279,3.6161616161616164,0.23789620341344478,0.094,0.906
refinement_1,0.23789620341344478,0.5834204110066179,0.4615227026930279,3.6161616161616164,0.23789620341344478,0.095,0.905
refinement_1,0.23824451410658307,0.5837687216997561,0.46170086637693875,3.614420062695925,0.23824451410658307,0.096,0.904
refinement_1,0.23824451410658307,0.5837687216997561,0.46170086637693875,3.614420062695925,0.23824451410658307,0.097,0.903
refinement_1,0.23824451410658307,0.5837687216997561,0.46167184048584387,3.615116684082201,0.23824451410658307,0.098,0.902
refinement_1,0.23824451410658307,0.5837687216997561,0.46172989226803357,3.614768373389063,0.23824451410658307,0.099,0.901
refinement_1,0.23894113549285964,0.5834204110066179,0.462073227094127,3.61337513061651,0.23894113549285964,0.1,0.9
refinement_1,0.23894113549285964,0.5834204110066179,0.46212811241546997,3.613723441309648,0.23894113549285964,0.101,0.899
refinement_1,0.23894113549285964,0.5834204110066179,0.46212811241546997,3.613723441309648,0.23894113549285964,0.102,0.898
refinement_1,0.23894113549285964,0.5834204110066179,0.4622004132714698,3.61337513061651,0.23894113549285964,0.103,0.897
refinement_1,0.23894113549285964,0.5834204110066179,0.46219654315265724,3.613723441309648,0.23894113549285964,0.104,0.896
refinement_1,0.23894113549285964,0.5834204110066179,0.4621926730338446,3.6140717520027863,0.23894113549285964,0.105,0.895
refinement_1,0.23894113549285964,0.5837687216997561,0.4623004834864827,3.6130268199233715,0.23894113549285964,0.106,0.894
