model,member,importance_type,feature,value
winner_backing,1,gain,distance_m,6.4934282302856445
winner_backing,1,gain,recent_6_barrier,9.131497383117676
winner_backing,1,gain,recent_same_distance_runs,8.020401954650879
winner_backing,1,gain,historical_step_down_observations,6.496776580810547
winner_backing,1,gain,recent_wins,6.057281494140625
winner_backing,1,gain,age,6.031344413757324
winner_backing,1,gain,recent_places,7.546020030975342
winner_backing,1,gain,current_barrier_percentile,10.773969650268555
winner_backing,1,gain,active_field_size,5.466087818145752
winner_backing,1,gain,similar_distance_finish_percentile_weighted,9.905404090881348
winner_backing,1,cover,distance_m,1326.166015625
winner_backing,1,cover,recent_6_barrier,2176.0546875
winner_backing,1,cover,recent_same_distance_runs,1981.57373046875
winner_backing,1,cover,historical_step_down_observations,3323.71875
winner_backing,1,cover,recent_wins,4740.62255859375
winner_backing,1,cover,age,2661.933349609375
winner_backing,1,cover,recent_places,5331.7587890625
winner_backing,1,cover,current_barrier_percentile,2602.28369140625
winner_backing,1,cover,active_field_size,854.26123046875
winner_backing,1,cover,similar_distance_finish_percentile_weighted,3345.290283203125
winner_backing,1,weight,distance_m,39.0
winner_backing,1,weight,recent_6_barrier,26.0
winner_backing,1,weight,recent_same_distance_runs,17.0
winner_backing,1,weight,historical_step_down_observations,10.0
winner_backing,1,weight,recent_wins,12.0
winner_backing,1,weight,age,17.0
winner_backing,1,weight,recent_places,26.0
winner_backing,1,weight,current_barrier_percentile,37.0
winner_backing,1,weight,active_field_size,14.0
winner_backing,1,weight,similar_distance_finish_percentile_weighted,59.0
winner_backing,1,total_gain,distance_m,253.2436981201172
winner_backing,1,total_gain,recent_6_barrier,237.41893005371094
winner_backing,1,total_gain,recent_same_distance_runs,136.34683227539062
winner_backing,1,total_gain,historical_step_down_observations,64.96776580810547
winner_backing,1,total_gain,recent_wins,72.6873779296875
winner_backing,1,total_gain,age,102.53285217285156
winner_backing,1,total_gain,recent_places,196.19651794433594
winner_backing,1,total_gain,current_barrier_percentile,398.6368713378906
winner_backing,1,total_gain,active_field_size,76.52523040771484
winner_backing,1,total_gain,similar_distance_finish_percentile_weighted,584.4188232421875
winner_backing,2,gain,distance_m,5.823116779327393
winner_backing,2,gain,recent_6_barrier,9.645547866821289
winner_backing,2,gain,recent_same_distance_runs,3.4202816486358643
winner_backing,2,gain,historical_step_down_observations,16.516342163085938
winner_backing,2,gain,recent_wins,8.400840759277344
winner_backing,2,gain,age,8.107977867126465
winner_backing,2,gain,recent_places,17.457820892333984
winner_backing,2,gain,current_barrier_percentile,7.118132591247559
winner_backing,2,gain,active_field_size,3.549139976501465
winner_backing,2,gain,similar_distance_finish_percentile_weighted,10.666790008544922
winner_backing,2,cover,distance_m,768.6690063476562
winner_backing,2,cover,recent_6_barrier,3167.9794921875
winner_backing,2,cover,recent_same_distance_runs,947.75732421875
winner_backing,2,cover,historical_step_down_observations,9657.7021484375
winner_backing,2,cover,recent_wins,1227.7052001953125
winner_backing,2,cover,age,3363.596435546875
winner_backing,2,cover,recent_places,6241.54248046875
winner_backing,2,cover,current_barrier_percentile,2196.384521484375
winner_backing,2,cover,active_field_size,430.9571228027344
winner_backing,2,cover,similar_distance_finish_percentile_weighted,2902.705322265625
winner_backing,2,weight,distance_m,7.0
winner_backing,2,weight,recent_6_barrier,4.0
winner_backing,2,weight,recent_same_distance_runs,3.0
winner_backing,2,weight,historical_step_down_observations,1.0
winner_backing,2,weight,recent_wins,4.0
winner_backing,2,weight,age,8.0
winner_backing,2,weight,recent_places,2.0
winner_backing,2,weight,current_barrier_percentile,19.0
winner_backing,2,weight,active_field_size,3.0
winner_backing,2,weight,similar_distance_finish_percentile_weighted,16.0
winner_backing,2,total_gain,distance_m,40.761817932128906
winner_backing,2,total_gain,recent_6_barrier,38.582191467285156
winner_backing,2,total_gain,recent_same_distance_runs,10.260845184326172
winner_backing,2,total_gain,historical_step_down_observations,16.516342163085938
winner_backing,2,total_gain,recent_wins,33.603363037109375
winner_backing,2,total_gain,age,64.86382293701172
winner_backing,2,total_gain,recent_places,34.91564178466797
winner_backing,2,total_gain,current_barrier_percentile,135.24452209472656
winner_backing,2,total_gain,active_field_size,10.647419929504395
winner_backing,2,total_gain,similar_distance_finish_percentile_weighted,170.66864013671875
winner_backing,3,gain,distance_m,6.459212779998779
winner_backing,3,gain,recent_6_barrier,6.985403537750244
winner_backing,3,gain,recent_same_distance_runs,6.1484055519104
winner_backing,3,gain,historical_step_down_observations,7.164053916931152
winner_backing,3,gain,recent_wins,5.97298002243042
winner_backing,3,gain,age,8.075032234191895
winner_backing,3,gain,recent_places,7.480874061584473
winner_backing,3,gain,current_barrier_percentile,6.857870101928711
winner_backing,3,gain,active_field_size,5.15875244140625
winner_backing,3,gain,similar_distance_finish_percentile_weighted,7.914797782897949
winner_backing,3,cover,distance_m,1781.2265625
winner_backing,3,cover,recent_6_barrier,3478.528076171875
winner_backing,3,cover,recent_same_distance_runs,3266.91796875
winner_backing,3,cover,historical_step_down_observations,2398.389404296875
winner_backing,3,cover,recent_wins,5462.93310546875
winner_backing,3,cover,age,2274.041748046875
winner_backing,3,cover,recent_places,4602.50048828125
winner_backing,3,cover,current_barrier_percentile,2056.618408203125
winner_backing,3,cover,active_field_size,1768.4962158203125
winner_backing,3,cover,similar_distance_finish_percentile_weighted,3018.434326171875
winner_backing,3,weight,distance_m,51.0
winner_backing,3,weight,recent_6_barrier,38.0
winner_backing,3,weight,recent_same_distance_runs,22.0
winner_backing,3,weight,historical_step_down_observations,30.0
winner_backing,3,weight,recent_wins,17.0
winner_backing,3,weight,age,39.0
winner_backing,3,weight,recent_places,34.0
winner_backing,3,weight,current_barrier_percentile,75.0
winner_backing,3,weight,active_field_size,26.0
winner_backing,3,weight,similar_distance_finish_percentile_weighted,107.0
winner_backing,3,total_gain,distance_m,329.41986083984375
winner_backing,3,total_gain,recent_6_barrier,265.4453430175781
winner_backing,3,total_gain,recent_same_distance_runs,135.26492309570312
winner_backing,3,total_gain,historical_step_down_observations,214.92161560058594
winner_backing,3,total_gain,recent_wins,101.54065704345703
winner_backing,3,total_gain,age,314.92626953125
winner_backing,3,total_gain,recent_places,254.34971618652344
winner_backing,3,total_gain,current_barrier_percentile,514.3402709960938
winner_backing,3,total_gain,active_field_size,134.1275634765625
winner_backing,3,total_gain,similar_distance_finish_percentile_weighted,846.8833618164062
