field_size_bucket,races,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,random_top1_expected,random_top3_expected
1-6,23,0.2608695652173913,0.6956521739130435,0.5175983436853002,2.652173913043478,0.18115942028985507,0.5434782608695652
7-9,365,0.13150684931506848,0.3780821917808219,0.3528328914348254,4.454794520547945,0.11903131115459882,0.3570939334637965
10-12,886,0.08690744920993228,0.28893905191873587,0.2832501839670797,5.693566591422122,0.09109891237430741,0.2732967371229222
13-16,434,0.0967741935483871,0.2511520737327189,0.26608672277641593,6.95852534562212,0.07184941594503806,0.2155482478351142
17+,16,0.0625,0.1875,0.21323953823953823,8.65625,0.056781045751633986,0.17034313725490197
