phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,winner_backing_weight
global_simplex,0.10788863109048724,0.3138051044083527,0.2985658412982007,5.732018561484919,0.3138051044083527,1.0
refinement_1,0.10788863109048724,0.3138051044083527,0.2985658412982007,5.732018561484919,0.3138051044083527,1.0
