model,member,importance_type,feature,value
winner_backing,1,total_gain,recent_same_distance_runs,209.7637481689453
winner_backing,2,gain,recent_6_barrier,7.802274703979492
winner_backing,2,gain,historical_step_up_observations,18.29505157470703
winner_backing,2,gain,distance_m,0.04949522018432617
winner_backing,2,gain,second_up_starts,1.4543228149414062
winner_backing,2,gain,historical_step_down_observations,2.2344703674316406
winner_backing,2,gain,recent_wins,11.277427673339844
winner_backing,2,gain,draw_number,12.950348854064941
winner_backing,2,gain,market_open_to_fluc2_move_pct,14.19944953918457
winner_backing,2,gain,recent_last600_avg_3,6.81100606918335
winner_backing,2,gain,recent_same_distance_runs,9.237587928771973
winner_backing,2,cover,recent_6_barrier,1011.600341796875
winner_backing,2,cover,historical_step_up_observations,2216.92626953125
winner_backing,2,cover,distance_m,49.371116638183594
winner_backing,2,cover,second_up_starts,424.39813232421875
winner_backing,2,cover,historical_step_down_observations,484.9513244628906
winner_backing,2,cover,recent_wins,1337.7852783203125
winner_backing,2,cover,draw_number,3136.806640625
winner_backing,2,cover,market_open_to_fluc2_move_pct,3019.90673828125
winner_backing,2,cover,recent_last600_avg_3,1148.69091796875
winner_backing,2,cover,recent_same_distance_runs,1103.208984375
winner_backing,2,weight,recent_6_barrier,4.0
winner_backing,2,weight,historical_step_up_observations,2.0
winner_backing,2,weight,distance_m,1.0
winner_backing,2,weight,second_up_starts,1.0
winner_backing,2,weight,historical_step_down_observations,2.0
winner_backing,2,weight,recent_wins,3.0
winner_backing,2,weight,draw_number,3.0
winner_backing,2,weight,market_open_to_fluc2_move_pct,18.0
winner_backing,2,weight,recent_last600_avg_3,3.0
winner_backing,2,weight,recent_same_distance_runs,5.0
winner_backing,2,total_gain,recent_6_barrier,31.20909881591797
winner_backing,2,total_gain,historical_step_up_observations,36.59010314941406
winner_backing,2,total_gain,distance_m,0.04949522018432617
winner_backing,2,total_gain,second_up_starts,1.4543228149414062
winner_backing,2,total_gain,historical_step_down_observations,4.468940734863281
winner_backing,2,total_gain,recent_wins,33.83228302001953
winner_backing,2,total_gain,draw_number,38.85104751586914
winner_backing,2,total_gain,market_open_to_fluc2_move_pct,255.590087890625
winner_backing,2,total_gain,recent_last600_avg_3,20.43301773071289
winner_backing,2,total_gain,recent_same_distance_runs,46.18793869018555
winner_backing,3,gain,recent_6_barrier,5.806380271911621
winner_backing,3,gain,historical_step_up_observations,5.950993061065674
winner_backing,3,gain,distance_m,5.688711643218994
winner_backing,3,gain,second_up_starts,6.373364448547363
winner_backing,3,gain,historical_step_down_observations,6.840080738067627
winner_backing,3,gain,recent_wins,6.8538970947265625
winner_backing,3,gain,draw_number,6.303370475769043
winner_backing,3,gain,market_open_to_fluc2_move_pct,8.890990257263184
winner_backing,3,gain,recent_last600_avg_3,6.892793655395508
winner_backing,3,gain,recent_same_distance_runs,6.917383670806885
winner_backing,3,cover,recent_6_barrier,2985.728759765625
winner_backing,3,cover,historical_step_up_observations,2935.60009765625
winner_backing,3,cover,distance_m,1954.7476806640625
winner_backing,3,cover,second_up_starts,2206.282958984375
winner_backing,3,cover,historical_step_down_observations,2592.392578125
winner_backing,3,cover,recent_wins,5341.20458984375
winner_backing,3,cover,draw_number,2236.687744140625
winner_backing,3,cover,market_open_to_fluc2_move_pct,3676.972900390625
winner_backing,3,cover,recent_last600_avg_3,2567.65625
winner_backing,3,cover,recent_same_distance_runs,1955.183837890625
winner_backing,3,weight,recent_6_barrier,61.0
winner_backing,3,weight,historical_step_up_observations,22.0
winner_backing,3,weight,distance_m,48.0
winner_backing,3,weight,second_up_starts,44.0
winner_backing,3,weight,historical_step_down_observations,25.0
winner_backing,3,weight,recent_wins,29.0
winner_backing,3,weight,draw_number,50.0
winner_backing,3,weight,market_open_to_fluc2_move_pct,113.0
winner_backing,3,weight,recent_last600_avg_3,75.0
winner_backing,3,weight,recent_same_distance_runs,30.0
winner_backing,3,total_gain,recent_6_barrier,354.189208984375
winner_backing,3,total_gain,historical_step_up_observations,130.92184448242188
winner_backing,3,total_gain,distance_m,273.05816650390625
winner_backing,3,total_gain,second_up_starts,280.42803955078125
winner_backing,3,total_gain,historical_step_down_observations,171.00201416015625
winner_backing,3,total_gain,recent_wins,198.7630157470703
winner_backing,3,total_gain,draw_number,315.16851806640625
winner_backing,3,total_gain,market_open_to_fluc2_move_pct,1004.6819458007812
winner_backing,3,total_gain,recent_last600_avg_3,516.9595336914062
winner_backing,3,total_gain,recent_same_distance_runs,207.52151489257812
