model,member,importance_type,feature,value
winner_backing,1,gain,recent_6_barrier,7.495150089263916
winner_backing,1,gain,historical_step_up_observations,8.198973655700684
winner_backing,1,gain,distance_m,6.01630163192749
winner_backing,1,gain,second_up_starts,7.597510814666748
winner_backing,1,gain,historical_step_down_observations,6.253214359283447
winner_backing,1,gain,recent_wins,7.154425621032715
winner_backing,1,gain,draw_number,6.89361572265625
winner_backing,1,gain,market_open_to_fluc2_move_pct,10.470194816589355
winner_backing,1,gain,recent_last600_avg_3,7.472618103027344
winner_backing,1,gain,recent_same_distance_runs,8.740156173706055
winner_backing,1,cover,recent_6_barrier,2154.875244140625
winner_backing,1,cover,historical_step_up_observations,3982.016845703125
winner_backing,1,cover,distance_m,1533.9029541015625
winner_backing,1,cover,second_up_starts,2476.989990234375
winner_backing,1,cover,historical_step_down_observations,2495.15283203125
winner_backing,1,cover,recent_wins,4035.35009765625
winner_backing,1,cover,draw_number,2458.2255859375
winner_backing,1,cover,market_open_to_fluc2_move_pct,4021.176025390625
winner_backing,1,cover,recent_last600_avg_3,2721.09423828125
winner_backing,1,cover,recent_same_distance_runs,2014.8553466796875
winner_backing,1,weight,recent_6_barrier,47.0
winner_backing,1,weight,historical_step_up_observations,9.0
winner_backing,1,weight,distance_m,37.0
winner_backing,1,weight,second_up_starts,35.0
winner_backing,1,weight,historical_step_down_observations,17.0
winner_backing,1,weight,recent_wins,23.0
winner_backing,1,weight,draw_number,27.0
winner_backing,1,weight,market_open_to_fluc2_move_pct,84.0
winner_backing,1,weight,recent_last600_avg_3,80.0
winner_backing,1,weight,recent_same_distance_runs,24.0
winner_backing,1,total_gain,recent_6_barrier,352.2720642089844
winner_backing,1,total_gain,historical_step_up_observations,73.79076385498047
winner_backing,1,total_gain,distance_m,222.60316467285156
winner_backing,1,total_gain,second_up_starts,265.9128723144531
winner_backing,1,total_gain,historical_step_down_observations,106.30464172363281
winner_backing,1,total_gain,recent_wins,164.55178833007812
winner_backing,1,total_gain,draw_number,186.12762451171875
winner_backing,1,total_gain,market_open_to_fluc2_move_pct,879.496337890625
winner_backing,1,total_gain,recent_last600_avg_3,597.8094482421875
