phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,winner_backing_weight
global_simplex,0.11020881670533643,0.3323665893271462,0.30537112169217684,5.580046403712297,0.3323665893271462,1.0
refinement_1,0.11020881670533643,0.3323665893271462,0.30537112169217684,5.580046403712297,0.3323665893271462,1.0
