feature,permutation_scope,auc_drop_mean,auc_drop_sd,top1_drop_mean,top1_drop_sd,mrr_drop_mean,mrr_drop_sd,race_logloss_increase_mean,race_logloss_increase_sd,winner_rank_increase_mean,winner_rank_increase_sd
best_margin_quality_at_equal_or_higher_weight,within-race,-0.0013114860480207824,0.00042954488221577105,0.005333333333333331,0.0016329931618554558,0.0030481758981758976,0.0008644271158141443,-0.0030710122579674427,0.0007110372638871322,0.023333333333333074,0.010327955589886625
recent_5_distance_m,within-race,0.0009080683538827073,0.0006904689394425828,0.003999999999999998,0.003887301263230204,0.0030114811114811514,0.0019215839727372212,0.0011155312452848065,0.0013813769464039584,0.011999999999999567,0.007774602526460306
recent_margin_quality_last1,within-race,0.002021847285312539,0.0004772102071735551,0.0033333333333333296,0.00557773351022717,0.002924595774595795,0.003125302553565182,0.00338249493097722,0.0010580526926280114,0.03799999999999955,0.01720465053408541
class_adjusted_finish_percentile_weighted_3_gap_to_best,within-race,0.0023618862210685655,0.001552185722359069,0.001999999999999996,0.0045215533220835154,0.0029148425648426015,0.002233092173630841,0.003405718679506631,0.003207017899492265,0.0486666666666661,0.013432961119739979
goodGroundPro,within-race,0.0014269954574951393,0.0003374367016015744,0.003999999999999998,0.0024944382578492956,0.002889201539201558,0.0016283038253842653,0.0027735361492068123,0.0007112229277598059,0.029999999999999537,0.012823589374447537
jockey_trainer_history_smoothed_top3_rate,within-race,0.00018743240320133746,0.0007426482542799234,0.005333333333333331,0.003399346342395189,0.0028554612054612406,0.001647568820731563,0.0005904955764954422,0.0015470060838040321,0.030666666666666308,0.013399834161494574
recent_margin_quality_avg_3,within-race,-0.004614752325329929,0.0012187017943225949,0.009333333333333332,0.0077172246018601546,0.002834800384800418,0.0033063360215866092,-0.00807303471467744,0.002437306702021455,-0.02933333333333348,0.020805982045769483
class_adjusted_finish_percentile_last1,within-race,-0.0007289638762708606,0.0008294972883788815,0.007333333333333333,0.0032659863237109064,0.0027888759388759675,0.002335280757480857,-0.0010831498873678847,0.0014880314442897887,0.013999999999999702,0.013399834161494574
recent_4_barrier,within-race,-0.00012113346311921624,0.0005360136538733781,0.006666666666666665,0.0036514837167011104,0.002768833018833061,0.0012097097934548153,-0.0009547835639124536,0.0008998513079342518,0.013999999999999346,0.013564659966250526
sectional_last600_trend,within-race,-0.00020127622755785612,0.0007346855367114339,0.007333333333333331,0.003887301263230203,0.0026830928330928592,0.00246674818154486,-0.00011242494887984123,0.0014722585670040116,0.009999999999999787,0.020110804171997832
recent_weighted_avg_place,within-race,0.00034858317110098014,0.0008153181843432553,0.008666666666666665,0.008055363982396384,0.002624309024309035,0.004587723416459849,1.3088268061345332e-05,0.0017009427193403056,0.017333333333332847,0.02760032205931255
hidden_sectional_run_best_3_zscore_in_race,within-race,1.7304780445548396e-05,0.0004229649520290637,0.004666666666666664,0.0016329931618554558,0.0026178876678877084,0.00046530838007971645,-0.0009912651326196454,0.0009270337039067166,0.014666666666666295,0.0071802197428458905
recent_last600_slope_6,within-race,-0.0006809431105343044,0.0004906497497290765,0.005333333333333329,0.002666666666666668,0.002573953823953834,0.002625515183021924,-0.00026766525419086307,0.0013901687014827538,-0.0026666666666670833,0.020374275719914795
recent_weight_range_kg,within-race,-0.0008613454466796621,0.000521985335440099,0.005999999999999997,0.003887301263230199,0.002555069005069033,0.001879456146771871,-0.0015313039412059304,0.0015485470079519168,0.001999999999999602,0.012578641509408718
recent_1_place,within-race,-0.0014769630110317955,0.00044285512065516254,0.005999999999999997,0.003887301263230199,0.0024920893920893916,0.0024043871404078763,-0.0028665385256309685,0.0010198661867512793,0.0019999999999997797,0.014236104336041762
trainer_history_top3_excess,within-race,0.0006456846203763744,0.0009416808636381439,0.005333333333333331,0.0016329931618554558,0.0024316794316794343,0.0019011941192792093,0.0012265765780088422,0.0021138081020207864,0.022666666666666124,0.01569146972791955
distance_minus_recent_avg,within-race,0.0011388708630758915,0.0002956994708759417,0.0026666666666666644,0.0057348835113617495,0.0024130129130129465,0.0031675258892031825,0.003063749761634327,0.00045389989569212915,0.017999999999999617,0.020933757957476942
recent_6_starting_price,within-race,-0.0005692191217824272,0.0004908153199197009,0.006666666666666665,0.0021081851067789197,0.002386679986680007,0.0025820294201760745,-0.001064449613609586,0.001396122706627339,0.008666666666666245,0.02176643695641929
similar_distance_runs,within-race,0.0024657149037421223,0.0013241757119144386,0.003999999999999998,0.0038873012632301995,0.0023083805083805144,0.0031090573897999446,0.005352190215054353,0.002532966582124476,0.027999999999999404,0.015860503004493817
recent_avg_place,within-race,0.0014044992429158576,0.00035412001310716724,0.0026666666666666644,0.002494438257849294,0.0022652088652088676,0.00168699486819842,0.003092679699800893,0.0008705287070640664,0.011999999999999567,0.00805536398239623
form_barrier_percentile_weighted_6,within-race,-0.0017780661907852435,0.0009977600211291482,0.007333333333333331,0.0077172246018601485,0.0022211344211344186,0.004385522075156139,-0.003605640125329401,0.0015559668602670336,-0.004000000000000448,0.020154955277108182
hidden_sectional_run_best_3_pct_in_race,within-race,-0.0007507030067056108,0.00057067051907864,0.007333333333333333,0.004422166387140533,0.0021715895215895344,0.003348615778201052,-0.0010501895576966013,0.0014549946756931304,-0.012666666666666871,0.024166091947189074
distance_change_pct_last_run,within-race,0.0005221717499459099,0.0002481907255369385,0.003333333333333327,0.0,0.0020830928330928477,0.00040325137976953047,0.0011875658324842497,0.0005368407458736807,0.007333333333333058,0.006798692684790276
jockey_trainer_history_smoothed_win_rate,within-race,-0.00028725935539695156,0.0002817492483575101,0.006666666666666663,0.005163977794943223,0.0020544825544825617,0.0021043464601459626,-0.0006713556130224063,0.0006526654421930776,0.014666666666666295,0.004521553322083695
recent_6_track_status_value,within-race,-0.000520441271901384,0.0003140236599851379,0.003999999999999995,0.0013333333333333365,0.001995800495800515,0.0010857427762333153,-0.0005648983236196337,0.0005394106716637684,0.01333333333333293,0.006666666666666554
heavy_wins,within-race,-7.678996322739718e-05,0.00017120476466099104,0.003999999999999998,0.0024944382578492956,0.0019831982831982954,0.0012533120550786972,-0.00018476560691098597,0.0003968630154524089,0.001333333333333009,0.006182412330330401
current_minus_recent_barrier_percentile,within-race,0.0045818732424832255,0.0010854122214019324,-2.7755575615628915e-18,0.0047140452079103175,0.0019419080919081066,0.0032379099108995188,0.008807175946293544,0.0031947939225045892,0.025999999999999624,0.016786237749352173
dry_rating_rank,within-race,0.008356694786934859,0.0025558878796296106,-0.004666666666666669,0.003399346342395187,0.0019051689051689414,0.002101595360492357,0.006276488197823849,0.005255366815325913,0.11266666666666633,0.026616619703569572
trackFamiliarity,within-race,7.051698031574904e-05,0.0002258085294419003,0.003333333333333327,0.0,0.0019017242017242086,0.0003350282335783086,3.847500093430156e-05,0.00047056143231903857,0.009999999999999431,0.0029814239699997884
jockey_trainer_history_smoothed_top3_rate_minus_race_median,within-race,0.0014849664719878807,0.0007027653956135706,-0.000666666666666671,0.0038873012632301995,0.0019013190513190615,0.002018330193557018,0.0018616228081253182,0.0009446012824437735,0.06666666666666625,0.01382429423555179
historical_step_down_observations,within-race,0.00012026822409687554,0.00011626805305086919,0.0033333333333333296,0.0036514837167011104,0.0018510989010989132,0.0018962850526932733,0.00042266096110576967,0.0002697382806572654,0.00666666666666611,0.008944271909999035
speed_rating_rank,within-race,0.0011274064460306877,0.0001567083191475377,-0.0006666666666666682,0.001333333333333336,0.0017841121841122188,0.0015333788972563063,0.0016275053821973805,0.00017937469635390436,0.02533333333333303,0.017587874611030594
last3_win_percentage_rank,within-race,-8.803807051698254e-05,0.00011036165278211507,0.003999999999999995,0.0013333333333333363,0.0017510822510822589,0.0007301748781929409,-0.00019471832382622623,0.0002444000075826089,0.0013333333333331865,0.0016329931618552721
current_form_strength_zscore_in_race,within-race,0.00218472853125673,0.0010072867381072952,0.001999999999999996,0.0033993463423951918,0.00172165982165986,0.0028395465003653846,0.002216132322187736,0.0020531699540211933,0.043999999999999595,0.03826225293941785
historical_step_up_finish_percentile,within-race,0.0007963443651308299,0.0007430620761464543,0.006666666666666668,0.009189365834726815,0.001689049839049861,0.005924750120305779,-0.0018424451287279097,0.0006555660980108782,0.0013333333333328313,0.02612789058968714
current_weight_minus_recent_weighted_avg,within-race,-0.00015682457278825,0.0008314787752686197,0.003999999999999998,0.003887301263230204,0.0016712398712398601,0.0033152459970139515,1.50515733297496e-05,0.0027022219633323565,-0.011333333333333862,0.031874754901018494
historical_market_overperformance_slope_3,within-race,0.0008258706467661359,0.0012823036067969606,-0.0013333333333333363,0.004988876515698585,0.0015758685758685775,0.004062339789828782,0.0021549306780031864,0.0030061546927781253,0.011999999999999567,0.02671661987935202
current_form_strength,within-race,-0.0001603936837551334,0.00011148643413762049,0.004666666666666664,0.003399346342395189,0.0015517593517593742,0.001658175054443683,0.00037373791679780056,0.0005235241355558763,0.021333333333332937,0.010873004286866541
recent_class_weighted_6,within-race,-0.0005409906986805435,0.0003930791686548768,0.003999999999999995,0.0013333333333333365,0.0015484607984608378,0.0005221852354443846,-0.0016496205241125494,0.0007702392434131373,-0.001333333333333897,0.012578641509408945
distance_minus_recent_weighted_avg,within-race,-0.0006175643521523444,0.00028270203780593256,0.001999999999999996,0.0033993463423951918,0.0015237225737225856,0.001623484750155357,-0.000897637625323,0.00045367827024126004,0.0033333333333327884,0.013824294235551706
recent_2_starting_price,within-race,0.002155202249621424,0.0005678969067672853,-0.0013333333333333391,0.0077746025264604,0.0015160025160025569,0.0036380818733874054,0.0033202750592054462,0.0005334944362820314,0.05199999999999978,0.01343296111973996
hidden_sectional_run_best_3_minus_race_median,within-race,0.00024118537746049552,0.0002598167420837048,0.005333333333333331,0.004521553322083514,0.0015088855588855754,0.0024449915781787402,0.0012744585727632262,0.00039039021086217045,0.027333333333332988,0.013564659966250614
recent6_vs_career_place_rate,within-race,-0.0008468526930564879,0.0004408385388832506,0.0033333333333333327,0.0029814239699997203,0.0014756706256706443,0.002372839281953583,-0.0015283317207307689,0.0010120597560578553,0.012666666666666337,0.023228335186912433
hidden_sectional_run_best_3_minus_race_mean,within-race,6.813757300450085e-05,0.00013551939976751953,0.0033333333333333296,0.0036514837167011104,0.0014742683242683352,0.0018546903929398564,1.3577210174986477e-05,0.00031257450327429055,0.021333333333332937,0.010022197585581993
horse_jockey_starts,within-race,0.00024399740428291406,0.00021815629754302315,0.001999999999999996,0.001632993161855449,0.0014396103896103906,0.000685674036676101,0.0005832889758355719,0.00035780221170293665,0.012666666666666337,0.003887301263230412
win_percentage,within-race,0.0010246593121349345,0.0005278715287357944,0.003999999999999995,0.0013333333333333365,0.0014279461279461448,0.000971820338367592,0.0012973261398883551,0.0010107659283388204,0.004666666666666153,0.01654623152798785
jockey_trainer_history_smoothed_top3_rate_gap_to_best,within-race,0.0022796885139519498,0.000863613116517691,0.0013333333333333335,0.002666666666666667,0.00140326155326157,0.0008778865032249472,0.0034689442000474637,0.001127752949344349,0.04133333333333269,0.014236104336041727
recent_best_similar_distance_speed_mps,within-race,0.00032684404066618544,0.0005490227104182671,0.001333333333333331,0.0033993463423951918,0.001331914381914423,0.0020641146639311424,0.0008837947410637703,0.0012732195958792352,0.021333333333332937,0.010022197585581993
recent_weighted_avg_place_rank,within-race,0.0009372701708846964,0.00026502721099460155,0.0006666666666666655,0.001333333333333331,0.0013129814629814773,0.0007064241134346578,0.0017209548647570295,0.0005061439276087472,0.01199999999999939,0.006182412330330421
historical_market_overperformance_weighted_3_minus_race_mean,within-race,-5.9485182781782166e-05,0.00030256160333200905,0.001333333333333328,0.002666666666666666,0.0012985347985348006,0.0008931012995124309,7.918358801255465e-05,0.0006889595833113772,0.029999999999999537,0.012472191289246379
recent_finish_percentile_weighted_6_pct_in_race,within-race,-0.00039303482587065285,0.00025337214022754027,0.002666666666666662,0.0032659863237109064,0.0012565027565027754,0.0015721263268189758,-4.916660780178717e-05,0.0006784808203395929,0.012666666666666337,0.008793937305515335
first_up_win_rate_rank,within-race,-0.0001931646117240282,0.00021405880512314954,0.001333333333333331,0.001632993161855449,0.0012471546971547065,0.0007995392903750682,-0.00019939742654093707,0.00037346656325622354,0.014666666666666295,0.004521553322083695
trainer_recent_top3_excess,within-race,-0.0020454250486697132,0.0012129825631189038,0.007333333333333331,0.002494438257849294,0.0012271358271358612,0.0024043788359089883,-0.005444761277184096,0.002339998752269081,-0.03333333333333375,0.022110831935702506
recent_finish_percentile_weighted_6_gap_to_best,within-race,0.002007787151200491,0.0008364518407358233,0.0006666666666666626,0.0038873012632301977,0.0012206201206201527,0.001794473548350181,0.002907533519030547,0.0008169275792108087,0.029999999999999537,0.01211060141638966
horse_jockey_win_rate_rank,within-race,0.0006411421155093855,0.00040120089452914053,0.0013333333333333335,0.0049888765156985895,0.0012136548636548672,0.003448075202323383,0.0014001370233803101,0.00033905221603250705,0.02799999999999958,0.019275776393067913
similar_distance_finish_percentile_weighted_rank_in_race,within-race,-0.0002626000432619513,0.0004194002400548377,0.0026666666666666644,0.0024944382578492943,0.0012110186110186438,0.0013313217081629537,8.530836396891672e-05,0.0009099429890141027,0.001333333333333009,0.004521553322083329
form_average_finish_percentile_6,within-race,-3.374432186895593e-05,0.00028428352752431706,0.0033333333333333296,0.0036514837167011104,0.0011988696488696715,0.0015690358951654482,-8.540743392613238e-05,0.00030684365001334144,0.011999999999999567,0.013266499161421611
hidden_sectional_run_avg_3,within-race,-0.00023383084577115464,0.0003310496257179997,0.0026666666666666644,0.003887301263230203,0.0011848984348984514,0.0018326889613215576,-0.0007934290045810144,0.0006803201417932934,0.03066666666666613,0.008537498983243885
jockey_trainer_history_smoothed_top3_rate_rank_in_race,within-race,0.00048637248539904474,0.0001716870029612427,-2.7755575615628915e-18,0.0036514837167011057,0.001172647722647746,0.00178853636685836,0.0002716307145835373,0.00021398519526804046,0.03266666666666627,0.0038873012632301683
jockey_trainer_history_top3_excess,within-race,6.413584252649152e-05,0.0002841345355353962,0.003999999999999995,0.0032659863237109034,0.0011698838198838212,0.0018501547786478863,0.0007893142911516548,0.0006988441141252819,0.017333333333333024,0.009285592184789552
recent_margin_best_3,within-race,0.00047869348907634277,0.00011702257817613318,0.001999999999999996,0.0033993463423951913,0.0011037444037444223,0.0019069115210955082,0.0010232620270484993,0.0001242619027957998,0.002666666666666373,0.007717224601860067
similar_distance_finish_percentile_avg,within-race,0.0015487778498810335,0.0005316716024208306,-0.000666666666666671,0.0024944382578492956,0.001014838864838885,0.0015306232121626592,0.0033752215468011216,0.0006592907733392365,0.033333333333333034,0.010954451150103142
trainer_history_starts,within-race,-0.000841012329656099,0.0004278012017302901,0.003999999999999998,0.002494438257849295,0.001008393458393464,0.0011049121569334927,-0.0013784414035037606,0.000651976752396856,0.004666666666666153,0.0097979589711326
recent_finish_percentile_weighted_3_rank_in_race,within-race,0.0003791910015141342,0.0004301114841579331,0.001999999999999996,0.0033993463423951918,0.0009815573315573479,0.0015413543020396758,0.0013956241544987869,0.0010013193617223399,0.019333333333332627,0.008273115763993895
recent_same_track_runs,within-race,0.00012545965823052008,8.05445284962836e-05,0.001333333333333331,0.001632993161855449,0.0009783068783068894,0.0009450832247623879,0.0002903472786342398,0.0001154602806171115,0.005999999999999517,0.006463573143221903
jockey_trainer_synergy,within-race,0.0007250703006705273,0.0015109287678107418,0.001999999999999999,0.007180219742846008,0.0009349594849595077,0.003728412650067596,0.0001320263696031887,0.0028566501112939897,-0.0006666666666671261,0.0369022733415948
recent_finish_percentile_weighted_3,within-race,0.00030218472853120736,0.0003028642486326131,0.001333333333333328,0.002666666666666666,0.0009261423761424137,0.0013339703406573245,0.000624188567848627,0.0006356097891335114,0.0019999999999994245,0.007483314773547945
recent_last600_best_3,within-race,-0.00011053428509626429,0.00033376700425126514,0.001999999999999996,0.0033993463423951918,0.000923136123136159,0.0018799773479518747,-0.0002429341757943071,0.0007638118103101755,0.015333333333332888,0.021969676071045306
first_up_starts,within-race,0.00034047155526713003,0.0003589682389561622,0.0006666666666666626,0.002494438257849294,0.0008933862433862849,0.0010686892933872215,0.0006381127418021215,0.0007348177675608825,0.009999999999999431,0.004216370213558077
jockey_history_top3_excess,within-race,0.0030629461388708367,0.0011777685805228434,0.0006666666666666655,0.007118052168020873,0.000887564287564302,0.004169781741699988,0.007403064310503904,0.0031281468016829926,0.03866666666666614,0.027776888874665975
historical_market_overperformance_weighted_3_rank_in_race,within-race,-0.0003839498161367194,0.00021560126238273294,0.0019999999999999935,0.0049888765156985895,0.0008737540237540586,0.00272748560046362,0.00012725709719241252,0.0006195337763465414,0.01333333333333293,0.012995725793078464
similar_distance_finish_percentile_weighted_minus_race_mean,within-race,-0.0001738048886004595,0.001188969037544175,-0.0020000000000000074,0.002666666666666667,0.0008651441151441453,0.001584426440740231,-0.004239804521423718,0.0025448589717307706,0.025999999999999624,0.015549205052920794
recent_last600_weighted_3,within-race,-0.00015011897036560918,0.00023369303525667653,0.002666666666666662,0.001333333333333331,0.0008627705627705873,0.0009550487678100047,-0.0004709420078616411,0.0003986890188240008,-0.0006666666666669485,0.0038873012632301683
recent_finish_percentile_weighted,within-race,0.0009452736318407596,0.0005502841105631549,0.001333333333333331,0.005416025603090641,0.0008274336774336977,0.0032266401696864123,0.0017694981006486366,0.000797454388295425,0.01866666666666621,0.01613829124921372
historical_run_quality_avg_3,within-race,-0.0005396928401471213,0.00023815596031362047,0.0006666666666666655,0.0032659863237109064,0.0008268990268990751,0.0019561054400515044,-0.0006477928838804381,0.0005214112238355478,0.013999999999999523,0.009977753031397373
recent_last600_slope_3,within-race,0.00029396495781954803,0.000514013791310206,0.002666666666666662,0.005333333333333335,0.0008209956709956834,0.0034028030060723373,0.0007007311275475381,0.0009182802234625069,0.017333333333332847,0.012183777921664555
distance_step_up_pct,within-race,0.0003168937919100001,7.571150452580882e-05,0.0006666666666666655,0.001333333333333331,0.000814935064935074,0.0008961746782221768,0.0008215685127774819,0.00011672426835906346,0.013333333333332753,0.005577733510227087
recent_avg_place_5,within-race,0.0004813973610209521,0.0002165330882556971,0.001333333333333331,0.0033993463423951918,0.0007736892736893042,0.0017547900624424692,0.0012624135515099332,0.00042221651553173806,0.00999999999999961,0.007601169500660706
recent_best_place,within-race,0.0008360372052779175,0.0004033866672828992,-0.0033333333333333383,0.0036514837167011057,0.0007687035187035396,0.002742610387590061,-7.378841848053597e-05,0.001146493575430802,0.02933333333333312,0.015549205052920819
recent_5_place,within-race,0.00022842310188182503,8.510737501861257e-05,0.0,0.0,0.0007444444444444475,0.00018121673811445703,0.0003858533083620053,0.0001317893734740937,0.0073333333333327035,0.0013333333333335417
recent_finish_percentile_avg_6,within-race,5.472636815919696e-05,0.0004140010498283979,0.003999999999999998,0.0024944382578492956,0.0007337939837939955,0.0017107974398217032,0.0008035185879923468,0.0008911391904195686,0.003999999999999737,0.016519348924485047
sectional_last600_std_6,within-race,0.00028250054077436635,0.0006409616677837637,0.0026666666666666644,0.006798692684790377,0.0007309542309542727,0.003526784357933271,0.0015162189902206968,0.001309156532171728,0.006666666666666288,0.01699673171197589
class_step_up,within-race,-0.00026476314081769203,0.00010798472447129622,0.0006666666666666626,0.002494438257849294,0.0007050264550264917,0.0012623070692989826,-0.0004406112188133804,0.00024133106708512,0.007333333333332881,0.0038873012632301683
weight_change_vs_recent_weighted_avg,within-race,0.00014968635085439442,0.0003618633998637571,0.0026666666666666644,0.003887301263230203,0.0006832297332297621,0.0020043089074779532,0.0002811389916237417,0.0009053913268226877,0.0033333333333329662,0.01011050059206885
draw_number,within-race,0.00029677698464196655,0.0003356215771197749,0.0006666666666666655,0.001333333333333331,0.0006747955747955725,0.0002774361885885127,0.0005277854239729152,0.0006701687107950105,0.01199999999999939,0.013920408678547382
sectional_consistency_6,within-race,-4.9751243781148705e-06,0.0004844631603818733,0.0006666666666666626,0.003887301263230198,0.0006743164243164568,0.0034979687933437906,0.00041512528707841054,0.0014673257727285229,0.0226666666666663,0.01854723699099142
recent_5_barrier,within-race,-0.0002498377676833696,0.00043080519404981076,0.0026666666666666644,0.002494438257849294,0.0006474932474932693,0.0011005032585161539,-0.0006371413808758497,0.0007130160915294691,0.0039999999999995595,0.007717224601860067
recent_5_starting_price,within-race,-3.1148604802111456e-05,0.0004086362090350761,-2.7755575615628915e-18,0.0047140452079103175,0.0006238428238428573,0.0025270916325088903,0.000381389378212571,0.0013837824275795562,0.01599999999999948,0.015405626677721725
recent_avg_place_3,within-race,1.1897036556374196e-05,0.0003147288360175679,0.001333333333333331,0.001632993161855449,0.0005937229437229629,0.0006508973731436635,0.0005970045526547451,0.0006439481762985514,-0.005333333333333456,0.004988876515698703
good_starts,within-race,0.0005710577547047401,0.00028945365290236705,0.001333333333333328,0.002666666666666666,0.0005637362637362697,0.00114406465579437,0.0005902565619310352,0.0007480159189256576,0.017333333333332847,0.009752492558885299
field_size,race-block,0.0005932295046506608,0.00023237749405265952,0.0006666666666666626,0.003887301263230203,0.0005449254449254703,0.0015611980862925356,0.00022378896960715267,0.0006049912012649437,0.02466666666666626,0.007774602526460595
second_best_run_recency_index,within-race,-0.0004921046939217577,0.0001810333033167371,0.001333333333333331,0.001632993161855449,0.000489417989417995,0.0007700298865284831,-0.001109516631238794,0.00029159773768649326,0.006666666666666465,0.004216370213557796
recent_margin_quality_weighted_3_gap_to_best,within-race,0.0002837983993078108,0.0002419544274835722,0.0006666666666666626,0.002494438257849294,0.0004731120731120808,0.0012430952612645315,0.0008966738033185706,0.0005936059302742269,-0.0020000000000003127,0.007483314773548104
career_wins,within-race,0.00018624269954570227,0.0003648533267190779,0.0,0.0,0.00046034151034154427,0.0003843746622891223,0.00018327304199878826,0.0007504034179482221,0.010666666666666203,0.006463573143221903
distance_change_last_run,within-race,-0.00011064243997407352,0.00043507678729616214,0.0013333333333333335,0.002666666666666667,0.00045745550745552866,0.001601599403116133,-0.0002264510489151661,0.0008290674895000705,-0.0033333333333338544,0.010327955589886398
recent_1_weight_kg,within-race,0.0006173480423967038,0.0004187409372353438,0.001333333333333331,0.004521553322083512,0.00041671661671663915,0.0018156246902135097,0.0013948453432716334,0.0007293475923503556,0.02399999999999931,0.009521904571390275
recent_barrier_percentile_last1,within-race,-0.00015887951546618152,0.0008353426828092522,0.0006666666666666626,0.0024944382578492943,0.0004077293077292987,0.0020562658412689367,-0.00038825987637070014,0.0017436541676317423,0.001333333333333009,0.02295890047696348
jockey_trainer_history_wins,within-race,0.000431537962362083,0.00035061736290763185,0.0033333333333333296,0.0021081851067789197,0.00038857253857255136,0.0017547816620240339,0.0007079025339391976,0.0005279990519107856,0.01266666666666616,0.014047538337136914
recent_min_weight_kg,within-race,0.00011204845338523839,6.513617974156718e-05,0.0,0.0,0.0003671957671957715,0.0003222669624285658,0.0002087753806451431,0.00011493066993394007,0.001999999999999602,0.004521553322083355
form_consistency_finish_percentile_6,within-race,0.0005195760328790877,9.642806502855659e-05,-2.7755575615628915e-18,0.0021081851067789197,0.0003589947089947199,0.0011607588941323398,0.00082020391069344,0.00023731145594171128,0.023999999999999667,0.009977753031397408
jockey_recent_top3_excess,within-race,-0.0004925373134328836,0.0005602137032882974,0.002666666666666662,0.001333333333333331,0.00031518481518484355,0.0011293486052182577,-0.0015845186007511281,0.001022139828125969,-0.008666666666667133,0.035502738548518334
historical_market_overperformance_last1,within-race,-8.176508760546764e-05,0.0004694203787211709,0.001999999999999996,0.004521553322083512,0.00030873200873202664,0.00286258580769667,0.00020572670594596332,0.0005912377269264588,0.021333333333332937,0.014847371634213177
recent_market_edge_weighted,within-race,-0.0003618862210686302,0.0003017521865504837,0.001999999999999999,0.002666666666666666,0.00029882154882155955,0.0016562023227417286,-0.0010238638828437452,0.0005213349561367668,-0.0006666666666671261,0.013888444437333213
sectional_ceiling_6,within-race,0.00044732857451867947,0.0003311917812803742,-2.7755575615628915e-18,0.0055777335102271735,0.00029135309135313036,0.0031177112589347617,0.0006252229586421798,0.0009915079024205322,0.029333333333332944,0.007999999999999948
recent_top3_rate_5,within-race,-2.6822409690718808e-05,2.302860924936081e-05,0.0006666666666666655,0.001333333333333331,0.00026984126984127557,0.0006594469231060573,-4.852240037154232e-05,5.887871210344952e-05,-0.0020000000000003127,0.0016329931618557073
recent_weighted_win_rate_rank,within-race,-0.00024291585550513252,0.00016318933242666763,0.0006666666666666655,0.001333333333333331,0.0002660191660191491,0.0007552518885851057,-0.00015470122434555478,0.0003693579000288456,0.014666666666666472,0.005811865258054284
recent_finish_percentile_best_3,within-race,0.00013995241185373874,0.0004932818651110079,0.001333333333333328,0.002666666666666666,0.00026315536315540955,0.0008585004248773354,0.000845937000486252,0.0008189993058428036,0.005333333333332924,0.008844332774281257
track_wins,within-race,0.00015574302401035744,0.00040837998637983925,-0.0006666666666666682,0.0013333333333333363,0.0002579365079365403,0.0013479031988647152,0.0002112434500964433,0.0006577950447588497,0.01066666666666638,0.012719189352226124
