phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,winner_backing_weight
global_simplex,0.11600928074245939,0.33468677494199534,0.31012905710556454,5.5168213457076565,0.33468677494199534,1.0
refinement_1,0.11600928074245939,0.33468677494199534,0.31012905710556454,5.5168213457076565,0.33468677494199534,1.0
