model,member,importance_type,feature,value
winner_backing,2,weight,recent_same_distance_runs,48.0
winner_backing,2,weight,recent_6_barrier,67.0
winner_backing,2,weight,distance_m,63.0
winner_backing,2,weight,historical_run_quality_slope_3,109.0
winner_backing,2,weight,market_open_to_fluc2_move_pct,129.0
winner_backing,2,weight,weight_kg,93.0
winner_backing,2,weight,age,45.0
winner_backing,2,total_gain,recent_last600_avg_3,1029.56103515625
winner_backing,2,total_gain,draw_number,478.05853271484375
winner_backing,2,total_gain,recent_wins,218.69644165039062
winner_backing,2,total_gain,recent_same_distance_runs,362.09881591796875
winner_backing,2,total_gain,recent_6_barrier,473.9274597167969
winner_backing,2,total_gain,distance_m,384.18170166015625
winner_backing,2,total_gain,historical_run_quality_slope_3,894.2117309570312
winner_backing,2,total_gain,market_open_to_fluc2_move_pct,1255.7105712890625
winner_backing,2,total_gain,weight_kg,691.7593994140625
winner_backing,2,total_gain,age,305.365966796875
winner_backing,3,gain,recent_last600_avg_3,2.0349318981170654
winner_backing,3,gain,draw_number,3.689082145690918
winner_backing,3,gain,recent_same_distance_runs,1.5853652954101562
winner_backing,3,gain,recent_6_barrier,1.6616406440734863
winner_backing,3,gain,historical_run_quality_slope_3,3.939748764038086
winner_backing,3,gain,market_open_to_fluc2_move_pct,11.407585144042969
winner_backing,3,cover,recent_last600_avg_3,344.1846923828125
winner_backing,3,cover,draw_number,464.950927734375
winner_backing,3,cover,recent_same_distance_runs,258.7637023925781
winner_backing,3,cover,recent_6_barrier,575.0140991210938
winner_backing,3,cover,historical_run_quality_slope_3,268.5748596191406
winner_backing,3,cover,market_open_to_fluc2_move_pct,1391.6156005859375
winner_backing,3,weight,recent_last600_avg_3,2.0
winner_backing,3,weight,draw_number,2.0
winner_backing,3,weight,recent_same_distance_runs,2.0
winner_backing,3,weight,recent_6_barrier,3.0
winner_backing,3,weight,historical_run_quality_slope_3,3.0
winner_backing,3,weight,market_open_to_fluc2_move_pct,3.0
winner_backing,3,total_gain,recent_last600_avg_3,4.069863796234131
winner_backing,3,total_gain,draw_number,7.378164291381836
winner_backing,3,total_gain,recent_same_distance_runs,3.1707305908203125
winner_backing,3,total_gain,recent_6_barrier,4.984921932220459
winner_backing,3,total_gain,historical_run_quality_slope_3,11.819246292114258
winner_backing,3,total_gain,market_open_to_fluc2_move_pct,34.222755432128906
