field_size_bucket,races,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,random_top1_expected,random_top3_expected
1-6,740,0.3662162162162162,0.8,0.601554054054054,2.304054054054054,0.1831081081081081,0.5493243243243243
7-9,3181,0.3310279786230745,0.7041810751336058,0.552522167831819,2.774913549198365,0.12425400318358507,0.3727620095507552
10-12,3455,0.30217076700434153,0.6283646888567294,0.5084797739645786,3.368162083936324,0.09225672060693768,0.27677016182081304
13-16,1087,0.2750689972401104,0.5574977000919963,0.4689412167103059,4.047838086476541,0.07232069142142739,0.21696207426428218
17+,27,0.25925925925925924,0.48148148148148145,0.42937977660199883,5.037037037037037,0.05692326313241346,0.17076978939724036
