phase,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,objective_value,a0_weight,a1_weight,c1_weight,c2_weight,c3_weight,b1_weight,b2_weight,b3_weight,b4_weight,b5_weight,b6_weight
global_simplex,0.283545197740113,0.6200564971751412,0.4990138632749877,3.3576977401129944,0.6200564971751412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.857,0.0,0.0
global_simplex,0.3411016949152542,0.687382297551789,0.5502722259431257,3.0204802259887007,0.687382297551789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.714
global_simplex,0.3425141242937853,0.701153483992467,0.5547821723095339,2.955508474576271,0.701153483992467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.143,0.571
global_simplex,0.3476930320150659,0.7090395480225988,0.5598379887663036,2.900659133709981,0.7090395480225988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.286,0.428
global_simplex,0.3481638418079096,0.7141007532956686,0.5610988409673057,2.878060263653484,0.7141007532956686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.428,0.286
global_simplex,0.3436911487758945,0.7109227871939736,0.5589653740209848,2.881591337099812,0.7109227871939736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.571,0.143
global_simplex,0.3405131826741996,0.7090395480225988,0.5562530828464749,2.899364406779661,0.7090395480225988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.714,0.0
global_simplex,0.3427495291902072,0.6926789077212806,0.5525961932697423,2.987758945386064,0.6926789077212806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.0,0.571
global_simplex,0.3433380414312618,0.7046845574387948,0.5562101798860248,2.9291431261770247,0.7046845574387948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.143,0.428
global_simplex,0.3479284369114878,0.713512241054614,0.5605412412968874,2.8880649717514126,0.713512241054614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.286,0.285
global_simplex,0.3459274952919021,0.713512241054614,0.5598164374206016,2.881002824858757,0.713512241054614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.428,0.143
global_simplex,0.3416902071563089,0.7083333333333334,0.5566802417084868,2.8953625235404896,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.571,0.0
global_simplex,0.3392184557438795,0.693738229755179,0.5508372388492423,2.979048964218456,0.693738229755179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286,0.0,0.428
global_simplex,0.3388653483992467,0.7008003766478342,0.5527966088303281,2.9383239171374766,0.7008003766478342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286,0.143,0.285
global_simplex,0.3423964218455744,0.7017419962335216,0.5554064189171862,2.914783427495292,0.7017419962335216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286,0.285,0.143
global_simplex,0.3421610169491525,0.7035075329566854,0.5547836145205466,2.917961393596987,0.7035075329566854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.286,0.428,0.0
global_simplex,0.3301553672316384,0.685969868173258,0.5432897060501205,3.020951035781544,0.685969868173258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.428,0.0,0.286
global_simplex,0.3319209039548023,0.6875,0.5456842956622244,2.989171374764595,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.428,0.143,0.143
global_simplex,0.3339218455743879,0.6899717514124294,0.5468894960905889,2.9764595103578153,0.6899717514124294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.428,0.286,0.0
global_simplex,0.3117937853107345,0.6639595103578154,0.5271823680413003,3.1257062146892656,0.6639595103578154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.571,0.0,0.143
global_simplex,0.3134416195856874,0.669138418079096,0.5292924391926856,3.1001647834274952,0.669138418079096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.571,0.143,0.0
global_simplex,0.29719868173258,0.6361817325800376,0.5120317288970182,3.2467043314500943,0.6361817325800376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.714,0.0,0.0
global_simplex,0.3469868173258004,0.713276836158192,0.5604646747699311,2.8834745762711864,0.713276836158192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.286,0.286
global_simplex,0.3463983050847458,0.7071563088512242,0.5584475373052317,2.910310734463277,0.7071563088512242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.143,0.143,0.286
global_simplex,0.3476930320150659,0.713512241054614,0.5606240919182273,2.880767419962335,0.713512241054614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.143,0.286,0.143
global_simplex,0.3401600753295669,0.6975047080979284,0.5521229117450845,2.9573917137476458,0.6975047080979284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.286,0.0,0.286
global_simplex,0.3438088512241055,0.7030367231638418,0.5556854298335554,2.923964218455744,0.7030367231638418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.286,0.143,0.143
global_simplex,0.3423964218455744,0.7013888888888888,0.5549732682898267,2.9176082862523542,0.7013888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.286,0.286,0.0
global_simplex,0.3409839924670433,0.6971516007532956,0.552928905193202,2.9745762711864407,0.6971516007532956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.0,0.571
global_simplex,0.3471045197740113,0.7069209039548022,0.558739058924437,2.917372881355932,0.7069209039548022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.143,0.428
global_simplex,0.3476930320150659,0.7137476459510358,0.5611962499012247,2.875117702448211,0.7137476459510358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.428,0.143
global_simplex,0.3456920903954802,0.7109227871939736,0.5599913075063113,2.8787664783427496,0.7109227871939736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.571,0.0
global_simplex,0.3419256120527307,0.6985640301318268,0.5540748956003164,2.953272128060264,0.6985640301318268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.143,0.0,0.428
global_simplex,0.3476930320150659,0.7109227871939736,0.5600430502354913,2.883709981167608,0.7109227871939736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.143,0.428,0.0
global_simplex,0.3327448210922787,0.6899717514124294,0.5455046091698608,3.00258945386064,0.6899717514124294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.428,0.0,0.143
global_simplex,0.3346280602636535,0.690560263653484,0.5471632333258372,2.9797551789077215,0.690560263653484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.428,0.143,0.0
global_simplex,0.3126177024482109,0.6674905838041432,0.5281655643281689,3.110051789077213,0.6674905838041432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.571,0.0,0.0
