model,member,importance_type,feature,value
a0,1,weight,recent_6_track_status_value,1.0
a0,1,weight,recent_6_starting_price,1.0
a0,1,weight,recent_6_margin,1.0
a0,1,weight,goodGroundPro,1.0
a0,1,weight,softGroundPro,3.0
a0,1,weight,market_open_to_fluc1_move,13.0
a0,1,weight,market_open_to_fluc2_move,5.0
a0,1,weight,market_fluc1_to_fluc2_move,2.0
a0,1,weight,market_open_to_fluc1_move_pct,6.0
a0,1,weight,market_open_to_fluc2_move_pct,5.0
a0,1,weight,market_fluc1_to_fluc2_move_pct,3.0
a0,1,weight,market_total_abs_movement,14.0
a0,1,weight,market_implied_prob_change_open_to_fluc2,14.0
a0,1,weight,market_implied_prob_change_fluc1_to_fluc2,7.0
a0,1,weight,recent_best_speed_mps,2.0
a0,1,weight,recent_best_similar_distance_speed_mps,2.0
a0,1,weight,recent_avg_similar_distance_speed_mps,3.0
a0,1,weight,recent_weighted_avg_place,8.0
a0,1,weight,recent_weighted_top3_rate,1.0
a0,1,weight,recent_finish_percentile_weighted,1.0
a0,1,weight,recent_market_edge_weighted,3.0
a0,1,weight,recent_avg_weight_kg,4.0
a0,1,weight,recent_weighted_avg_weight_kg,1.0
a0,1,weight,recent_max_weight_kg,1.0
a0,1,weight,open_price_rank,2.0
a0,1,weight,fluc1_price_rank,11.0
a0,1,weight,fluc2_price_rank,5.0
a0,1,weight,win_percentage_rank,1.0
a0,1,weight,place_percentage_rank,2.0
a0,1,weight,recent_weighted_avg_place_rank,1.0
a0,1,weight,recent_weighted_win_rate_rank,2.0
a0,1,weight,race_consensus_score,3.0
a0,1,weight,race_consensus_rank,2.0
a0,1,weight,career_win_rate_rank,1.0
a0,1,weight,career_place_rate_rank,1.0
a0,1,weight,first_up_win_rate_rank,1.0
a0,1,weight,race_overlay_rank,1.0
a0,1,weight,race_signal_agreement_score,1.0
a0,1,weight,race_signal_agreement_rank,2.0
a0,1,weight,sectional_last600_seconds_weighted_3,3.0
a0,1,weight,sectional_last600_seconds_weighted_6,1.0
