field_size_bucket,races,top1_hit_rate,top3_hit_rate,mrr,mean_winner_rank,random_top1_expected,random_top3_expected
1-6,740,0.40675675675675677,0.8094594594594594,0.6243693693693694,2.2324324324324323,0.1831081081081081,0.5493243243243243
7-9,3181,0.36780886513674943,0.725872367180132,0.57879497811909,2.6460232631248037,0.12425400318358507,0.3727620095507552
10-12,3455,0.3215629522431259,0.6515195369030391,0.5262899096401268,3.2408104196816208,0.09225672060693768,0.27677016182081304
13-16,1087,0.281508739650414,0.5887764489420423,0.48343804054475625,3.862005519779209,0.07232069142142739,0.21696207426428218
17+,27,0.14814814814814814,0.5185185185185185,0.37372041538708206,5.2592592592592595,0.05692326313241346,0.17076978939724036
